claim_id,metric_id,value,unit,numerator,denominator,scope,evaluation_group,coverage_status,source_path,source_sha256,source_commit,supersedes,limitation
C1,s0.CO_active_eq_sto3g.signed_direct_shift,-1.998541374977085e-05,hartree,,,CO_active_eq_sto3g,primary,exact_selected_time_v1_1,artifacts/server_pf_first_study_s0_exact_time_v1_1_20260925_3279201/scoring.csv,7d4ed0244076eb13259b926730b056a0f9460e63154dd7377b58dad34a95ae78,cc3626a8135b647fe283fc60c963de70c5f6b2a5,none,Numerical reproducibility for six development conditions; not a general branch-tracking guarantee.
C1,s0.CO_active_eq_sto3g.absolute_direct_error,1.998541374977085e-05,hartree,,,CO_active_eq_sto3g,primary,exact_selected_time_v1_1,artifacts/server_pf_first_study_s0_exact_time_v1_1_20260925_3279201/scoring.csv,7d4ed0244076eb13259b926730b056a0f9460e63154dd7377b58dad34a95ae78,cc3626a8135b647fe283fc60c963de70c5f6b2a5,none,Numerical reproducibility for six development conditions; not a general branch-tracking guarantee.
C1,s0.CO_active_stretch150_sto3g.signed_direct_shift,-1.5196991115748711e-05,hartree,,,CO_active_stretch150_sto3g,primary,exact_selected_time_v1_1,artifacts/server_pf_first_study_s0_exact_time_v1_1_20260925_3279201/scoring.csv,7d4ed0244076eb13259b926730b056a0f9460e63154dd7377b58dad34a95ae78,cc3626a8135b647fe283fc60c963de70c5f6b2a5,none,Numerical reproducibility for six development conditions; not a general branch-tracking guarantee.
C1,s0.CO_active_stretch150_sto3g.absolute_direct_error,1.5196991115748711e-05,hartree,,,CO_active_stretch150_sto3g,primary,exact_selected_time_v1_1,artifacts/server_pf_first_study_s0_exact_time_v1_1_20260925_3279201/scoring.csv,7d4ed0244076eb13259b926730b056a0f9460e63154dd7377b58dad34a95ae78,cc3626a8135b647fe283fc60c963de70c5f6b2a5,none,Numerical reproducibility for six development conditions; not a general branch-tracking guarantee.
C1,s0.HF_full_eq_sto3g.signed_direct_shift,-1.9998854262236836e-06,hartree,,,HF_full_eq_sto3g,stress_test,exact_selected_time_v1_1,artifacts/server_pf_first_study_s0_exact_time_v1_1_20260925_3279201/scoring.csv,7d4ed0244076eb13259b926730b056a0f9460e63154dd7377b58dad34a95ae78,cc3626a8135b647fe283fc60c963de70c5f6b2a5,none,Numerical reproducibility for six development conditions; not a general branch-tracking guarantee.
C1,s0.HF_full_eq_sto3g.absolute_direct_error,1.9998854262236836e-06,hartree,,,HF_full_eq_sto3g,stress_test,exact_selected_time_v1_1,artifacts/server_pf_first_study_s0_exact_time_v1_1_20260925_3279201/scoring.csv,7d4ed0244076eb13259b926730b056a0f9460e63154dd7377b58dad34a95ae78,cc3626a8135b647fe283fc60c963de70c5f6b2a5,none,Numerical reproducibility for six development conditions; not a general branch-tracking guarantee.
C1,s0.HF_full_stretch150_sto3g.signed_direct_shift,-5.140509990558424e-07,hartree,,,HF_full_stretch150_sto3g,stress_test,exact_selected_time_v1_1,artifacts/server_pf_first_study_s0_exact_time_v1_1_20260925_3279201/scoring.csv,7d4ed0244076eb13259b926730b056a0f9460e63154dd7377b58dad34a95ae78,cc3626a8135b647fe283fc60c963de70c5f6b2a5,none,Numerical reproducibility for six development conditions; not a general branch-tracking guarantee.
C1,s0.HF_full_stretch150_sto3g.absolute_direct_error,5.140509990558424e-07,hartree,,,HF_full_stretch150_sto3g,stress_test,exact_selected_time_v1_1,artifacts/server_pf_first_study_s0_exact_time_v1_1_20260925_3279201/scoring.csv,7d4ed0244076eb13259b926730b056a0f9460e63154dd7377b58dad34a95ae78,cc3626a8135b647fe283fc60c963de70c5f6b2a5,none,Numerical reproducibility for six development conditions; not a general branch-tracking guarantee.
C2,s1_s2.all.state_dominant_count,79,cases,79,128,all,development,fixed_case_set,artifacts/pf_first_study_phase_b_20260925_5a2f0a2/dominance_summary.csv,f26b48244a9cfdde08e65f052ce34bb321d1690f28f9cdd7d1544c1a3db4c37a,d13f49dc8923b0553f8c8596de3c44c8a7a6f14f,none,Fixed H4 and controlled two-level development cases; no universal dominance claim.
C2,s1_s2.all.mixed_count,49,cases,49,128,all,development,fixed_case_set,artifacts/pf_first_study_phase_b_20260925_5a2f0a2/dominance_summary.csv,f26b48244a9cfdde08e65f052ce34bb321d1690f28f9cdd7d1544c1a3db4c37a,d13f49dc8923b0553f8c8596de3c44c8a7a6f14f,none,Fixed H4 and controlled two-level development cases; no universal dominance claim.
C2,s1_s2.h4.state_dominant_count,49,cases,49,56,h4,development,fixed_case_set,artifacts/pf_first_study_phase_b_20260925_5a2f0a2/dominance_summary.csv,f26b48244a9cfdde08e65f052ce34bb321d1690f28f9cdd7d1544c1a3db4c37a,d13f49dc8923b0553f8c8596de3c44c8a7a6f14f,none,Fixed H4 and controlled two-level development cases; no universal dominance claim.
C2,s1_s2.h4.mixed_count,7,cases,7,56,h4,development,fixed_case_set,artifacts/pf_first_study_phase_b_20260925_5a2f0a2/dominance_summary.csv,f26b48244a9cfdde08e65f052ce34bb321d1690f28f9cdd7d1544c1a3db4c37a,d13f49dc8923b0553f8c8596de3c44c8a7a6f14f,none,Fixed H4 and controlled two-level development cases; no universal dominance claim.
C2,s1_s2.two_level.state_dominant_count,30,cases,30,72,two_level,development,fixed_case_set,artifacts/pf_first_study_phase_b_20260925_5a2f0a2/dominance_summary.csv,f26b48244a9cfdde08e65f052ce34bb321d1690f28f9cdd7d1544c1a3db4c37a,d13f49dc8923b0553f8c8596de3c44c8a7a6f14f,none,Fixed H4 and controlled two-level development cases; no universal dominance claim.
C2,s1_s2.two_level.mixed_count,42,cases,42,72,two_level,development,fixed_case_set,artifacts/pf_first_study_phase_b_20260925_5a2f0a2/dominance_summary.csv,f26b48244a9cfdde08e65f052ce34bb321d1690f28f9cdd7d1544c1a3db4c37a,d13f49dc8923b0553f8c8596de3c44c8a7a6f14f,none,Fixed H4 and controlled two-level development cases; no universal dominance claim.
C2,s1_s2.all.fit_or_proxy_singly_dominant_count,0,cases,0,128,all 128 fixed cases,development,fixed_case_set,artifacts/pf_first_study_phase_b_20260925_5a2f0a2/dominance_summary.csv,f26b48244a9cfdde08e65f052ce34bb321d1690f28f9cdd7d1544c1a3db4c37a,d13f49dc8923b0553f8c8596de3c44c8a7a6f14f,none,Fixed H4 and controlled two-level development cases; no universal dominance claim.
C2,s1_s2.maximum_three_way_closure,2.168404344971009e-19,hartree,,,all resolved S1/S2 decomposition rows,development,fixed_case_set,artifacts/pf_first_study_phase_b_20260925_5a2f0a2/audit.json,fe82f9d2af50dcad6524f01e70caf30cc745234025db0eca126161eae55ad0f2,d13f49dc8923b0553f8c8596de3c44c8a7a6f14f,none,Fixed H4 and controlled two-level development cases; no universal dominance claim.
C3,s0.gamma_1_00.safe_condition_count,5,conditions,5,6,six molecular development conditions,primary_plus_stress,exact_selected_time_v1_1,artifacts/server_pf_first_study_s0_exact_time_v1_1_20260925_3279201/scoring.csv,7d4ed0244076eb13259b926730b056a0f9460e63154dd7377b58dad34a95ae78,cc3626a8135b647fe283fc60c963de70c5f6b2a5,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,s0.gamma_1_01.safe_condition_count,6,conditions,6,6,six molecular development conditions,primary_plus_stress,exact_selected_time_v1_1,artifacts/server_pf_first_study_s0_exact_time_v1_1_20260925_3279201/scoring.csv,7d4ed0244076eb13259b926730b056a0f9460e63154dd7377b58dad34a95ae78,cc3626a8135b647fe283fc60c963de70c5f6b2a5,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.current_m3.rotations,19176,rotations,,,N2_active_eq_sto3g / current_m3,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.current_m3.proxy_analytic_time,0.6263494343795273,hartree^-1,,,N2_active_eq_sto3g / current_m3,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.current_m3.original_relative_time_min,0.05,relative_time,,,N2_active_eq_sto3g / current_m3,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.current_m3.original_relative_time_max,1.8,relative_time,,,N2_active_eq_sto3g / current_m3,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.current_m3.original_time_min,0.031317471718976364,hartree^-1,,,N2_active_eq_sto3g / current_m3,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.current_m3.original_time_max,1.127428981883149,hartree^-1,,,N2_active_eq_sto3g / current_m3,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.current_m3.fallback_triggered,false,boolean,,,N2_active_eq_sto3g / current_m3,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.current_m3.fallback_reasons,none,category,,,N2_active_eq_sto3g / current_m3,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.current_m3.allowed_relative_time_max,1.8,relative_time,,,N2_active_eq_sto3g / current_m3,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.current_m3.allowed_time_cap,1.127428981883149,hartree^-1,,,N2_active_eq_sto3g / current_m3,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.current_m3.formula_optimum_relative_time,0.95525,relative_time,,,N2_active_eq_sto3g / current_m3,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.current_m3.formula_optimum_time,0.5983202971910435,hartree^-1,,,N2_active_eq_sto3g / current_m3,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.current_m3.formula_optimum_predicted_error_hartree,3.0348397151007198e-05,hartree,,,N2_active_eq_sto3g / current_m3,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.current_m3.formula_optimum_predicted_cost,298110124.44559836,continuous_cost_proxy,,,N2_active_eq_sto3g / current_m3,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.current_m3.at_optimization_boundary,false,boolean,,,N2_active_eq_sto3g / current_m3,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.current_m3.eligible,true,boolean,,,N2_active_eq_sto3g / current_m3,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.current_m3.selected_formula,true,boolean,,,N2_active_eq_sto3g / current_m3,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.current_m3.condition_selection_reason,minimum_predicted_cost_among_proxy_feasible_pfs,category,,,N2_active_eq_sto3g / current_m3,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.yoshida4.rotations,8296,rotations,,,N2_active_eq_sto3g / yoshida4,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.yoshida4.proxy_analytic_time,0.14783387521186095,hartree^-1,,,N2_active_eq_sto3g / yoshida4,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.yoshida4.original_relative_time_min,0.05,relative_time,,,N2_active_eq_sto3g / yoshida4,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.yoshida4.original_relative_time_max,1.8,relative_time,,,N2_active_eq_sto3g / yoshida4,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.yoshida4.original_time_min,0.007391693760593048,hartree^-1,,,N2_active_eq_sto3g / yoshida4,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.yoshida4.original_time_max,0.2661009753813497,hartree^-1,,,N2_active_eq_sto3g / yoshida4,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.yoshida4.fallback_triggered,false,boolean,,,N2_active_eq_sto3g / yoshida4,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.yoshida4.fallback_reasons,none,category,,,N2_active_eq_sto3g / yoshida4,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.yoshida4.allowed_relative_time_max,1.8,relative_time,,,N2_active_eq_sto3g / yoshida4,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.yoshida4.allowed_time_cap,0.2661009753813497,hartree^-1,,,N2_active_eq_sto3g / yoshida4,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.yoshida4.formula_optimum_relative_time,1.0024,relative_time,,,N2_active_eq_sto3g / yoshida4,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.yoshida4.formula_optimum_time,0.14818867651236942,hartree^-1,,,N2_active_eq_sto3g / yoshida4,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.yoshida4.formula_optimum_predicted_error_hartree,3.1964080343773546e-05,hartree,,,N2_active_eq_sto3g / yoshida4,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.yoshida4.formula_optimum_predicted_cost,527326281.8872622,continuous_cost_proxy,,,N2_active_eq_sto3g / yoshida4,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.yoshida4.at_optimization_boundary,false,boolean,,,N2_active_eq_sto3g / yoshida4,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.yoshida4.eligible,true,boolean,,,N2_active_eq_sto3g / yoshida4,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.yoshida4.selected_formula,false,boolean,,,N2_active_eq_sto3g / yoshida4,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
C3,decision_trace.N2_active_eq_sto3g.yoshida4.condition_selection_reason,,category,,,N2_active_eq_sto3g / yoshida4,primary,frozen_phase_a_decision,artifacts/pf_first_study_completion_analysis_20260926_940ee7f/decision_trace.csv,78e984cf7366e0bb69a793ea342ca2850f8bdbb0d9b7803760e0c261340ddfe0,6a1e54d5e830a20b8817791f9f1f65729815fc12,none,Six development conditions; not an independent-molecule or universal safety guarantee.
