experiment_id,case_id,formula_id,state_id,absolute_time,direct_shift_hartree,direct_cost,resource_unit,predicted_signed_shift_hartree,predicted_cost
B,H4,yoshida4,exact_truth,0.09417870370696653,-3.6996488539386974e-07,89438148.29050128,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.09466957629961192,-3.777311698982544e-07,88978747.65067258,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.09516300738895268,-3.856604382512785e-07,88521797.69596134,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.09565901031023193,-3.9375609905967224e-07,88067286.80606538,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.09615759846819782,-4.020215860212062e-07,87615203.41305935,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.09665878533746608,-4.104605033639075e-07,87165536.08087374,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.09716258446288391,-4.190764839595573e-07,86718273.42558281,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.09766900945989619,-4.2787321419268665e-07,86273404.12860641,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.09817807401491341,-4.3685449768737783e-07,85830916.97049102,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.09868979188568153,-4.460242313264473e-07,85390800.81652436,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.09920417690165381,-4.5538628268282366e-07,84953044.55005908,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.09972124296436459,-4.6494478422864916e-07,84517637.22953358,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1002410040478049,-4.747038160335393e-07,84084567.91710843,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.10076347419880022,-4.846675254466248e-07,83653825.74254604,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.10128866753738999,-4.948402954063624e-07,83225399.99063775,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.10181659825720937,-5.052264655525107e-07,82799279.95287712,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.10234728062587264,-5.158304852148632e-07,82375455.0075571,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.10288072898535891,-5.26656924737523e-07,81953914.6243548,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.10341695775239974,-5.37710510339906e-07,81534648.38084342,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.10395598141886865,-5.489959347126927e-07,81117645.86393493,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.10449781455217286,-5.605180868339943e-07,80702896.78732972,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.10504247179564695,-5.722818727793566e-07,80290390.89861198,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.10558996786894866,-5.842924486465506e-07,79880118.09645651,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.10614031756845656,-5.965549385589242e-07,79472068.2865434,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.10669353576767007,-6.090746165199334e-07,79066231.47280338,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1072496374176114,-6.218568773252997e-07,78662597.74138899,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.10780863754722951,-6.349072048106308e-07,78261157.24379385,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.10837055126380638,-6.482312513433897e-07,77861900.23503998,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.10893539375336528,-6.618347518916323e-07,77464817.02995832,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.10950318028108115,-6.757235038179488e-07,77069897.9926833,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.11007392619169312,-6.899035494001282e-07,76677133.62442207,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.11064764690991931,-7.043809666651413e-07,76286514.4602492,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1112243579408736,-7.191620092772411e-07,75898031.13596165,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.11180407487048467,-7.342529759757355e-07,75511674.32418579,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.11238681336591728,-7.496604232937187e-07,75127434.83497585,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.11297258917599566,-7.653909388505298e-07,74745303.50630066,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.11356141813162908,-7.814513149906333e-07,74365271.28551522,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.11415331614623973,-7.978484641846251e-07,73987329.18790314,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.11474829921619281,-8.145894281330612e-07,73611468.29993924,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.11534638342122878,-8.316813773223686e-07,73237679.7780343,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.11594758492489803,-8.49131748026366e-07,72865954.91048847,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1165519199749975,-8.669479367728883e-07,72496284.97517097,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.11715940490401007,-8.851377055751897e-07,72128661.42490268,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.11777005612954577,-9.037088024577145e-07,71763075.71196076,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.11838389015478544,-9.226692911923351e-07,71399519.43735608,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.11900092356892687,-9.420272470972435e-07,71037984.21142435,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1196211730476331,-9.617910423642684e-07,70678461.7815666,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.12024465535348298,-9.819691735302172e-07,70320943.95292702,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.12087138733642434,-1.0025702876781395e-06,69965422.59919007,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.12150138593422925,-1.0236032310650955e-06,69611889.68291333,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.12213466817295189,-1.0450771035230844e-06,69260337.27777845,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1227712511673885,-1.0670011014735081e-06,68910757.49814898,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.12341115212154012,-1.08938464560282e-06,68563142.55399725,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.12405438832907749,-1.1122373519967255e-06,68217484.73673573,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.12470097717380828,-1.1355690892056458e-06,67873776.44231221,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.12535093613014706,-1.1593898363582156e-06,67532010.10869001,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.12600428276358747,-1.1837098146116887e-06,67192178.27125444,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.12666103473117704,-1.2085395291183687e-06,66854273.57877351,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.12732120978199418,-1.2338896109298503e-06,66518288.72472023,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.12798482575762807,-1.2597709386774625e-06,66184216.49770111,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1286519005926607,-1.2861947058517842e-06,65852049.80775489,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1293224523151517,-1.3131721796622031e-06,65521781.58401342,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.12999649904712535,-1.3407150032396231e-06,65193404.89948156,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.13067405900506054,-1.368834952941711e-06,64866912.86848859,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.13135515050038302,-1.397544161729769e-06,64542298.73751986,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.13203979193996015,-1.4268549335394454e-06,64219555.80711587,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.13272800182659858,-1.4567798287679068e-06,63898677.4657202,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.13341979875954407,-1.4873317724095614e-06,63579657.23167591,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.13411520143498437,-1.5185238242398924e-06,63262488.658558846,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.13481422864655426,-1.5503693922003237e-06,62947165.41999859,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.13551689928584365,-1.5828821253727199e-06,62633681.26488165,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.13622323234290806,-1.6160760121231021e-06,62322030.05488479,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1369332469067818,-1.6499652870649584e-06,62012205.725764535,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.13764696216599395,-1.6845645030016954e-06,61704202.31430509,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.13836439740908685,-1.7198884918467883e-06,61398013.941261075,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.13908557202513744,-1.7559524434496154e-06,61093634.8404866,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.13981050550428123,-1.7927718052312969e-06,60791059.31810793,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.14053921743823908,-1.8303623754434284e-06,60490281.787196934,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.14127172752084663,-1.8687403140482672e-06,60191296.76998831,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1420080555485865,-1.9079220689999232e-06,59894098.867853835,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.14274822142112342,-1.947924417100566e-06,59598682.77550061,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.14349224514184192,-1.988764542382171e-06,59305043.308920495,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.144240146818387,-2.030459979485144e-06,59013175.381925866,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.14499194666320747,-2.073028562588064e-06,58723073.985415004,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.14574766499410233,-2.1164885921631793e-06,58434734.248170115,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1465073222347697,-2.1608586937560403e-06,58148151.38206058,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.14727093891535895,-2.206157866391223e-06,57863320.6985864,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.14803853567302547,-2.2524055482975314e-06,57580237.63132677,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.14881013325248826,-2.2996215562898215e-06,57298897.71169139,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.14958575250659095,-2.3478261417242408e-06,57019296.58768247,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.15036541439686485,-2.397039968515813e-06,56741430.013986185,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.15114913999409588,-2.4472840909339766e-06,56465293.84226991,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.15193695047889375,-2.4985800890497956e-06,56190884.068236485,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.15272886714226452,-2.5509499148590464e-06,55918196.77425048,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.15352491138618599,-2.6044159973093173e-06,55647228.16544374,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.15432510472418598,-2.659001248739301e-06,55377974.5700333,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.15512946878192388,-2.7147290646567512e-06,55110432.43731196,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.15593802529777503,-2.7716232937624596e-06,54844598.32529864,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.15675079612341822,-2.829708295237765e-06,54580468.91917563,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.15756780322442634,-2.8890089764921356e-06,54318041.04248509,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.15838906868085975,-2.949550709008264e-06,54057311.62593207,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.15921461468786333,-3.0113593798564153e-06,53798277.7237292,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.16004446355626611,-3.074461511598514e-06,53540936.55298107,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.16087863771318428,-3.1388840653345795e-06,53285285.4240025,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.16171715970262726,-3.2046546150077404e-06,53031321.79857955,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.16256005218610706,-3.271801338522451e-06,52779043.28482359,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.16340733794325069,-3.340352963565607e-06,52528447.61695798,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.16425903987241566,-3.410338768494725e-06,52279532.65413954,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1651151809913091,-3.481788769077454e-06,52032296.44140448,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1659757844376094,-3.554733460031656e-06,51786737.12114333,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1668408734695921,-3.629204077260084e-06,51542853.019225955,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.16771047146675777,-3.705232449968676e-06,51300642.59385018,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.16858460193046443,-3.7828511167958823e-06,51060104.47239807,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.16946328848456252,-3.862093234552333e-06,50821237.41966432,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.17034655487603306,-3.9429927030099066e-06,50584040.37727546,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1712344249756299,-4.025584079414557e-06,50348512.4340598,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1721269227785245,-4.109902671300958e-06,50114652.854794405,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1730240724049545,-4.1959845205052915e-06,49882461.0733638,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.17392589810087555,-4.283866415377702e-06,49651936.6952154,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.17483242423861678,-4.373585864136942e-06,49423079.48747024,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1757436753175392,-4.465181238089144e-06,49195889.423333324,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.17665967596469787,-4.5586916346262996e-06,48970366.63691255,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.17758045093550764,-4.654156994243763e-06,48746511.45927728,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.17850602511441196,-4.7516180861073565e-06,48524324.412537865,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1794364235155555,-4.851116532256228e-06,48303806.21628136,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.18037167128346013,-4.952694787396794e-06,48084957.78017288,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1813117936937046,-5.056396221503334e-06,47867780.22877312,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1822568161536074,-5.162265102276464e-06,47652274.8949985,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1832067642029135,-5.27034657160641e-06,47438443.31205537,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.18416166351448476,-5.380686780576127e-06,47226287.254358634,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.18512153989499341,-5.493332794204164e-06,47015808.70735989,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1860864192856198,-5.608332662498938e-06,46807009.88887734,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.18705632776275322,-5.725735418904421e-06,46599893.24813665,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1880312915386969,-5.845591135589245e-06,46394461.48222934,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1890113369623762,-5.967950899021801e-06,46190717.52843905,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1899964905200507,-6.092866900564431e-06,45988664.59148583,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.19098677883603016,-6.220392368527783e-06,45788306.12304052,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.19198222867339393,-6.35058163855895e-06,45589645.843155175,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1929828669347143,-6.483490206932174e-06,45392687.75644602,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.19398872066278355,-6.61917467370543e-06,45197436.135647886,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.19499981704134473,-6.7576928590717955e-06,45003895.55689008,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.1960161833958264,-6.899103738300383e-06,44812070.881261565,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.19703784719408107,-7.043467558309757e-06,44621967.290296376,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.19806483604712757,-7.1908457504044065e-06,44433590.26159528,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.19909717770989716,-7.341301060170835e-06,44246945.60850565,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.20013490008198376,-7.494897536153289e-06,44062039.478456646,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.20117803120839783,-7.651700533850558e-06,43878878.356175505,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.20222659928032444,-7.811776779664825e-06,43697469.08456512,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.2032806326358849,-7.975194362019877e-06,43517818.86471737,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.20434015976090292,-8.142022787982484e-06,43339935.27518071,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.20540520928967435,-8.312333017679308e-06,43163826.285041824,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.2064758100057408,-8.486197444090848e-06,42989500.251745366,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.2075519908426679,-8.66368998075906e-06,42816965.95016895,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.20863378088482698,-8.844886087988613e-06,42646232.58436048,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.2097212093681813,-9.029862754417195e-06,42477309.787087545,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.21081430568107598,-9.218698561852534e-06,42310207.64350512,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.21191309936503222,-9.411473739673326e-06,42144936.71218568,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.21301762011554598,-9.608270143734998e-06,41981508.02537024,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.21412789778289013,-9.809171382046955e-06,41819933.1310085,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.21524396237292143,-1.0014262715740685e-05,41660224.07227395,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.21636584404789125,-1.0223631208283734e-05,41502393.43729262,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.217493573127261,-1.0437365703719337e-05,41346454.36155639,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.21862718008852125,-1.0655556901717489e-05,41192420.55804023,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.2197666955680156,-1.0878297364902423e-05,41040306.32915494,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.22091215036176848,-1.1105681566148107e-05,40890126.59058113,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.22206357542631763,-1.1337805910782706e-05,40741896.888956614,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.22322100187955046,-1.1574768837396832e-05,40595633.44205577,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.22438446100154522,-1.1816670769215776e-05,40451353.13869974,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.2255539842354164,-1.206361421157709e-05,40309073.57989312,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.2267296031881642,-1.2315703820320323e-05,40168813.11285798,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.2279113496315292,-1.2573046350050632e-05,40030590.83332638,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.22909925550285046,-1.283575080224253e-05,39894426.64366581,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.2302933529059292,-1.3103928398816578e-05,39760341.264513314,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.23149367411189598,-1.3377692681171283e-05,39628356.28196693,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.23270025156008295,-1.365715951107127e-05,39498494.16944792,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.23391311785890073,-1.394244711594439e-05,39370778.32318865,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.23513230578671962,-1.4233676203012635e-05,39245233.117929555,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.23635784829275513,-1.4530969933312932e-05,39121883.92634826,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.23758977849795887,-1.4834454004741815e-05,39000757.16986724,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.23882812969591347,-1.514425671467201e-05,38881880.36583538,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.2400729353537324,-1.546050901324314e-05,38765282.174256,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.24132422911296425,-1.578334448892882e-05,38650992.42850156,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.2425820447905022,-1.6112899547726656e-05,38539042.22055792,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.24384641637949786,-1.6449313333888327e-05,38429463.91917216,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.2451173780502799,-1.6792727913106376e-05,38322291.261366986,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.2463949641512773,-1.7143288233434362e-05,38217559.38703189,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.2476792092099482,-1.7501142215214927e-05,38115304.91132303,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.2489701479337125,-1.7866440844338527e-05,38015566.00125067,Pauli_rotations,,
B,H4,yoshida4,exact_truth,0.25026781521089,-1.82393381860102e-05,37918382.434454694,Pauli_rotations,,
