system_id,formula_id,state_id,component_index,importance_rank,component_kind,coefficient_real,coefficient_imaginary,norm_bound_importance_score,expectation_real_hartree,expectation_imaginary_hartree,expectation_absolute_hartree,linear_combination_actions,equivalent_fragment_actions
H2,current_m3,exact,1,3,base_y5:y5_quintic_fff,0.0,7.028525644312854e-05,3.399690671198322e-05,-4.695750532204023e-06,8.470329472543003e-22,4.695750532204023e-06,46,48
H2,current_m3,exact,2,4,base_y5:y5_quintic_cross,0.0,-0.00012048901104536322,1.0188330829536983e-05,2.1993212534836047e-06,1.0587911840678754e-22,2.1993212534836047e-06,28,32
H2,current_m3,exact,3,2,composition_mixing:y3_partial_sum,0.0,9.691323059158302e-05,3.879323533537699e-05,5.426304818347862e-22,2.6469779601696886e-23,5.432757026118641e-22,46,52
H2,current_m3,exact,4,1,composition_mixing:y3_fragment,0.0,4.845661529579151e-05,7.279012445312248e-05,3.22931311140702e-21,-1.0587911840678754e-22,3.2310483684432653e-21,46,52
H2,current_m3,hf,0,5,base_y5:y5_quintic_sss,0.0,8.032600736357548e-05,5.697701257464211e-06,-2.578301606972115e-07,0.0,2.578301606972115e-07,46,54
H2,current_m3,hf,1,3,base_y5:y5_quintic_fff,0.0,7.028525644312854e-05,3.399690671198322e-05,-6.671042753924892e-06,0.0,6.671042753924892e-06,46,48
H2,current_m3,hf,2,4,base_y5:y5_quintic_cross,0.0,-0.00012048901104536322,1.0188330829536983e-05,2.8590183231106684e-06,0.0,2.8590183231106684e-06,28,32
H2,current_m3,hf,3,2,composition_mixing:y3_partial_sum,0.0,9.691323059158302e-05,3.879323533537699e-05,-1.2442871063672188e-06,0.0,1.2442871063672188e-06,46,52
H2,current_m3,hf,4,1,composition_mixing:y3_fragment,0.0,4.845661529579151e-05,7.279012445312248e-05,-4.599202858572186e-06,0.0,4.599202858572186e-06,46,52
H2,current_m3,cisd,0,5,base_y5:y5_quintic_sss,0.0,8.032600736357548e-05,5.697701257464211e-06,-2.419823824593467e-07,0.0,2.419823824593467e-07,46,54
H2,current_m3,cisd,1,3,base_y5:y5_quintic_fff,0.0,7.028525644312854e-05,3.399690671198322e-05,-4.695750532204026e-06,0.0,4.695750532204026e-06,46,48
H2,current_m3,cisd,2,4,base_y5:y5_quintic_cross,0.0,-0.00012048901104536322,1.0188330829536983e-05,2.1993212534836056e-06,0.0,2.1993212534836056e-06,28,32
H2,current_m3,cisd,3,2,composition_mixing:y3_partial_sum,0.0,9.691323059158302e-05,3.879323533537699e-05,9.529120656610879e-22,0.0,9.529120656610879e-22,46,52
H2,current_m3,cisd,4,1,composition_mixing:y3_fragment,0.0,4.845661529579151e-05,7.279012445312248e-05,0.0,0.0,0.0,46,52
H2,two_term_center,exact,0,5,base_y5:y5_quintic_sss,0.0,0.00013657610598416411,9.687645089632639e-06,-4.114360043252272e-07,-2.6469779601696886e-23,4.114360043252272e-07,46,54
H2,two_term_center,exact,1,1,base_y5:y5_quintic_fff,0.0,0.0001195040927361436,5.780400752664628e-05,-7.984055767376623e-06,1.6940658945086007e-21,7.984055767376623e-06,46,48
H2,two_term_center,exact,2,4,base_y5:y5_quintic_cross,0.0,-0.00020486415897624617,1.7322939317503653e-05,3.739445572707613e-06,0.0,3.739445572707613e-06,28,32
H2,two_term_center,exact,3,3,composition_mixing:y3_partial_sum,0.0,4.5906491948907965e-05,1.8375833049055793e-05,2.183756817139993e-22,1.3234889800848443e-23,2.1877637137518883e-22,46,52
H2,two_term_center,exact,4,2,composition_mixing:y3_fragment,0.0,2.2953245974453983e-05,3.447970149967832e-05,1.61465655570351e-21,-5.293955920339377e-23,1.6155241842216327e-21,46,52
H2,two_term_center,hf,0,5,base_y5:y5_quintic_sss,0.0,0.00013657610598416411,9.687645089632639e-06,-4.383815467624531e-07,0.0,4.383815467624531e-07,46,54
H2,two_term_center,hf,1,1,base_y5:y5_quintic_fff,0.0,0.0001195040927361436,5.780400752664628e-05,-1.1342590925265938e-05,0.0,1.1342590925265938e-05,46,48
H2,two_term_center,hf,2,4,base_y5:y5_quintic_cross,0.0,-0.00020486415897624617,1.7322939317503653e-05,4.861110396542545e-06,0.0,4.861110396542545e-06,28,32
H2,two_term_center,hf,3,3,composition_mixing:y3_partial_sum,0.0,4.5906491948907965e-05,1.8375833049055793e-05,-5.894020422381596e-07,0.0,5.894020422381596e-07,46,52
H2,two_term_center,hf,4,2,composition_mixing:y3_fragment,0.0,2.2953245974453983e-05,3.447970149967832e-05,-2.178580444688794e-06,0.0,2.178580444688794e-06,46,52
H2,two_term_center,cisd,0,5,base_y5:y5_quintic_sss,0.0,0.00013657610598416411,9.687645089632639e-06,-4.114360043252273e-07,0.0,4.114360043252273e-07,46,54
H2,two_term_center,cisd,1,1,base_y5:y5_quintic_fff,0.0,0.0001195040927361436,5.780400752664628e-05,-7.984055767376628e-06,0.0,7.984055767376628e-06,46,48
H2,two_term_center,cisd,2,4,base_y5:y5_quintic_cross,0.0,-0.00020486415897624617,1.7322939317503653e-05,3.7394455727076146e-06,0.0,3.7394455727076146e-06,28,32
H2,two_term_center,cisd,3,3,composition_mixing:y3_partial_sum,0.0,4.5906491948907965e-05,1.8375833049055793e-05,4.235164736271502e-22,0.0,4.235164736271502e-22,46,52
H2,two_term_center,cisd,4,2,composition_mixing:y3_fragment,0.0,2.2953245974453983e-05,3.447970149967832e-05,4.235164736271502e-22,0.0,4.235164736271502e-22,46,52
H2,m5_best,exact,0,5,base_y5:y5_quintic_sss,0.0,7.05445931790426e-06,5.003883928205752e-07,-2.1251583748989985e-08,8.271806125530277e-25,2.1251583748989985e-08,46,54
H2,m5_best,exact,1,3,base_y5:y5_quintic_fff,0.0,6.172651903166228e-06,2.9857054172846244e-06,-4.123942193033961e-07,7.940933880509066e-23,4.123942193033961e-07,46,48
H2,m5_best,exact,2,4,base_y5:y5_quintic_cross,0.0,-1.058168897685639e-05,8.947683037325956e-07,1.931506721039606e-07,1.3234889800848443e-23,1.931506721039606e-07,28,32
H2,m5_best,exact,3,2,composition_mixing:y3_partial_sum,0.0,5.331469419689586e-05,2.1341249963381866e-05,3.3087224502121107e-22,1.3234889800848443e-23,3.3113683702272832e-22,46,52
H2,m5_best,exact,4,1,composition_mixing:y3_fragment,0.0,2.665734709844793e-05,4.004389495719963e-05,1.879354351720479e-21,-5.293955920339377e-23,1.8800998314609122e-21,46,52
H2,m5_best,hf,0,5,base_y5:y5_quintic_sss,0.0,7.05445931790426e-06,5.003883928205752e-07,-2.26433808832875e-08,0.0,2.26433808832875e-08,46,54
H2,m5_best,hf,1,3,base_y5:y5_quintic_fff,0.0,6.172651903166228e-06,2.9857054172846244e-06,-5.858700221779378e-07,0.0,5.858700221779378e-07,46,48
H2,m5_best,hf,2,4,base_y5:y5_quintic_cross,0.0,-1.058168897685639e-05,8.947683037325956e-07,2.5108715236197334e-07,0.0,2.5108715236197334e-07,28,32
H2,m5_best,hf,3,2,composition_mixing:y3_partial_sum,0.0,5.331469419689586e-05,2.1341249963381866e-05,-6.845173374590844e-07,0.0,6.845173374590844e-07,46,52
H2,m5_best,hf,4,1,composition_mixing:y3_fragment,0.0,2.665734709844793e-05,4.004389495719963e-05,-2.5301508623484234e-06,0.0,2.5301508623484234e-06,46,52
H2,m5_best,cisd,0,5,base_y5:y5_quintic_sss,0.0,7.05445931790426e-06,5.003883928205752e-07,-2.1251583748989992e-08,0.0,2.1251583748989992e-08,46,54
H2,m5_best,cisd,1,3,base_y5:y5_quintic_fff,0.0,6.172651903166228e-06,2.9857054172846244e-06,-4.1239421930339646e-07,0.0,4.1239421930339646e-07,46,48
H2,m5_best,cisd,2,4,base_y5:y5_quintic_cross,0.0,-1.058168897685639e-05,8.947683037325956e-07,1.931506721039607e-07,0.0,1.931506721039607e-07,28,32
H2,m5_best,cisd,3,2,composition_mixing:y3_partial_sum,0.0,5.331469419689586e-05,2.1341249963381866e-05,5.823351512373315e-22,0.0,5.823351512373315e-22,46,52
H2,m5_best,cisd,4,1,composition_mixing:y3_fragment,0.0,2.665734709844793e-05,4.004389495719963e-05,4.235164736271502e-22,0.0,4.235164736271502e-22,46,52
H4,yoshida4,exact,0,427,base_y5:y5_quintic_sss,0.0,0.029396928174918454,0.0002685871648267341,-2.6547363814466833e-08,0.0,2.6547363814466833e-08,46,54
H4,yoshida4,exact,1,409,base_y5:y5_quintic_fff,0.0,0.025722312153053647,0.0004996431491778782,-1.1931109551019725e-07,0.0,1.1931109551019725e-07,46,48
H4,yoshida4,exact,2,428,base_y5:y5_quintic_cross,0.0,-0.04409539226237768,0.00026720579599836034,5.7813931764735086e-08,0.0,5.7813931764735086e-08,28,32
H4,yoshida4,exact,3,450,base_y5:y5_from_y3_ff,0.0,0.018373080109324032,0.00010696856539116663,-4.65744048485636e-21,0.0,4.65744048485636e-21,46,46
H4,yoshida4,exact,4,403,base_y5:y5_from_y3_fs,0.0,0.036746160218648065,0.0005186570118382986,1.2955749009369422e-20,0.0,1.2955749009369422e-20,46,48
H4,yoshida4,exact,5,404,base_y5:y5_from_sf_y3,0.0,0.036746160218648065,0.0005186570118382986,-9.463267695995317e-10,0.0,9.463267695995317e-10,28,32
H4,yoshida4,exact,6,452,base_y5:y5_from_y3_ff,0.0,0.009186540054662016,9.134814926674296e-05,-3.752278572774895e-09,0.0,3.752278572774895e-09,46,46
H4,yoshida4,exact,7,413,base_y5:y5_from_y3_fs,0.0,0.018373080109324032,0.0004429185150085244,-9.131802407832738e-10,0.0,9.131802407832738e-10,46,48
H4,yoshida4,exact,8,414,base_y5:y5_from_sf_y3,0.0,0.018373080109324032,0.0004429185150085244,-6.650685407387979e-09,0.0,6.650685407387979e-09,28,32
H4,yoshida4,exact,9,332,base_y5:y5_quintic_sss,0.0,0.029396928174918454,0.0031958784747862946,1.515682706686659e-09,0.0,1.515682706686659e-09,46,84
H4,yoshida4,exact,10,391,base_y5:y5_quintic_fff,0.0,0.025722312153053647,0.0007922432115305757,-6.6808275506953355e-09,0.0,6.6808275506953355e-09,46,66
H4,yoshida4,exact,11,383,base_y5:y5_quintic_cross,0.0,-0.04409539226237768,0.001302720676422966,1.4281166138954019e-08,0.0,1.4281166138954019e-08,28,48
H4,yoshida4,exact,12,446,base_y5:y5_from_y3_ff,0.0,0.018373080109324032,0.00011508248763452193,-7.6591059625161e-08,0.0,7.6591059625161e-08,46,46
H4,yoshida4,exact,13,395,base_y5:y5_from_y3_fs,0.0,0.036746160218648065,0.0007598711865517939,2.2088457458151855e-06,0.0,2.2088457458151855e-06,46,50
H4,yoshida4,exact,14,394,base_y5:y5_from_sf_y3,0.0,0.036746160218648065,0.0007598711865517942,1.1985352052012145e-06,0.0,1.1985352052012145e-06,28,36
H4,yoshida4,exact,15,451,base_y5:y5_from_y3_ff,0.0,0.009186540054662016,9.827721087951067e-05,-3.2038823777297256e-09,0.0,3.2038823777297256e-09,46,46
H4,yoshida4,exact,16,399,base_y5:y5_from_y3_fs,0.0,0.018373080109324032,0.0006489086426353289,-1.098759903775364e-06,0.0,1.098759903775364e-06,46,50
H4,yoshida4,exact,17,400,base_y5:y5_from_sf_y3,0.0,0.018373080109324032,0.0006489086426353289,-1.657395209307995e-06,0.0,1.657395209307995e-06,28,36
H4,yoshida4,exact,18,402,base_y5:y5_from_y3_ff,0.0,0.018373080109324032,0.0005519001599837924,4.104418274517135e-09,0.0,4.104418274517135e-09,46,70
H4,yoshida4,exact,19,318,base_y5:y5_from_y3_fs,0.0,0.036746160218648065,0.003644108135347672,1.383631048022184e-06,0.0,1.383631048022184e-06,46,74
H4,yoshida4,exact,20,319,base_y5:y5_from_sf_y3,0.0,0.036746160218648065,0.003644108135347672,1.2580302088529903e-06,0.0,1.2580302088529903e-06,28,48
H4,yoshida4,exact,21,449,base_y5:y5_from_y3_ff,0.0,0.009186540054662016,0.00011382467990431263,-3.3979316785156336e-09,0.0,3.3979316785156336e-09,46,62
H4,yoshida4,exact,22,397,base_y5:y5_from_y3_fs,0.0,0.018373080109324032,0.0007515660840809167,-8.163841596520705e-07,0.0,8.163841596520705e-07,46,66
H4,yoshida4,exact,23,396,base_y5:y5_from_sf_y3,0.0,0.018373080109324032,0.0007515660840809169,-7.042037646218692e-07,0.0,7.042037646218692e-07,28,44
H4,yoshida4,exact,24,259,base_y5:y5_quintic_sss,0.0,0.029396928174918454,0.011012133738663485,-3.3134229021409283e-06,0.0,3.3134229021409283e-06,46,114
H4,yoshida4,exact,25,375,base_y5:y5_quintic_fff,0.0,0.025722312153053647,0.001720016955774424,-2.638360529989521e-06,0.0,2.638360529989521e-06,46,84
H4,yoshida4,exact,26,316,base_y5:y5_quintic_cross,0.0,-0.04409539226237768,0.0037016951975670787,7.249524838464764e-07,0.0,7.249524838464764e-07,28,64
H4,yoshida4,exact,27,454,base_y5:y5_from_y3_ff,0.0,0.018373080109324032,3.091536399619119e-05,-4.897260970863627e-22,0.0,4.897260970863627e-22,46,46
H4,yoshida4,exact,28,405,base_y5:y5_from_y3_fs,0.0,0.036746160218648065,0.0005131373409878918,-2.7156504471382976e-21,0.0,2.7156504471382976e-21,46,52
H4,yoshida4,exact,29,406,base_y5:y5_from_sf_y3,0.0,0.036746160218648065,0.0005131373409878918,-1.5625834471025477e-10,0.0,1.5625834471025477e-10,28,40
H4,yoshida4,exact,30,456,base_y5:y5_from_y3_ff,0.0,0.009186540054662016,2.640085220020135e-05,-1.1885015765344135e-09,0.0,1.1885015765344135e-09,46,46
H4,yoshida4,exact,31,415,base_y5:y5_from_y3_fs,0.0,0.018373080109324032,0.00043820487119267587,-1.0706586449328885e-07,0.0,1.0706586449328885e-07,46,52
H4,yoshida4,exact,32,416,base_y5:y5_from_sf_y3,0.0,0.018373080109324032,0.00043820487119267587,-7.048219964932192e-07,0.0,7.048219964932192e-07,28,40
H4,yoshida4,exact,33,443,base_y5:y5_from_y3_ff,0.0,0.018373080109324032,0.0001482605623684559,7.092269825661794e-10,0.0,7.092269825661794e-10,46,70
H4,yoshida4,exact,34,350,base_y5:y5_from_y3_fs,0.0,0.036746160218648065,0.002460848617421805,-2.0173585514803487e-07,0.0,2.0173585514803487e-07,46,76
H4,yoshida4,exact,35,351,base_y5:y5_from_sf_y3,0.0,0.036746160218648065,0.002460848617421805,4.6926007484799355e-07,0.0,4.6926007484799355e-07,28,52
H4,yoshida4,exact,36,455,base_y5:y5_from_y3_ff,0.0,0.009186540054662016,3.057747085001471e-05,-4.6382828992901216e-10,0.0,4.6382828992901216e-10,46,62
H4,yoshida4,exact,37,408,base_y5:y5_from_y3_fs,0.0,0.018373080109324032,0.0005075289454151146,1.3193349803641302e-07,0.0,1.3193349803641302e-07,46,68
H4,yoshida4,exact,38,407,base_y5:y5_from_sf_y3,0.0,0.018373080109324032,0.0005075289454151147,-3.073556783318924e-07,0.0,3.073556783318924e-07,28,48
H4,yoshida4,exact,39,425,base_y5:y5_from_y3_ff,0.0,0.018373080109324032,0.00030680932471124765,-7.987551919259239e-07,0.0,7.987551919259239e-07,46,94
H4,yoshida4,exact,40,279,base_y5:y5_from_y3_fs,0.0,0.036746160218648065,0.005092462152217148,4.410496033490304e-06,0.0,4.410496033490304e-06,46,100
H4,yoshida4,exact,41,280,base_y5:y5_from_sf_y3,0.0,0.036746160218648065,0.005092462152217148,2.962352583357029e-07,0.0,2.962352583357029e-07,28,64
H4,yoshida4,exact,42,453,base_y5:y5_from_y3_ff,0.0,0.009186540054662016,4.646627078658352e-05,-3.960397010999023e-10,0.0,3.960397010999023e-10,46,78
H4,yoshida4,exact,43,393,base_y5:y5_from_y3_fs,0.0,0.018373080109324032,0.0007712533690364564,3.961328735010284e-08,0.0,3.961328735010284e-08,46,84
H4,yoshida4,exact,44,392,base_y5:y5_from_sf_y3,0.0,0.018373080109324032,0.0007712533690364565,-2.4828881764228434e-07,0.0,2.4828881764228434e-07,28,56
H4,yoshida4,exact,45,258,base_y5:y5_quintic_sss,0.0,0.029396928174918454,0.011021347324680955,-9.701409555551766e-07,0.0,9.701409555551766e-07,46,144
H4,yoshida4,exact,46,418,base_y5:y5_quintic_fff,0.0,0.025722312153053647,0.0003893057015864841,-1.401580504965413e-07,0.0,1.401580504965413e-07,46,102
H4,yoshida4,exact,47,368,base_y5:y5_quintic_cross,0.0,-0.04409539226237768,0.001954191224576914,2.8098468243542365e-07,0.0,2.8098468243542365e-07,28,80
H4,yoshida4,exact,48,386,base_y5:y5_from_y3_ff,0.0,0.018373080109324032,0.001063043765292156,-1.8466183216885516e-07,0.0,1.8466183216885516e-07,46,46
H4,yoshida4,exact,49,328,base_y5:y5_from_y3_fs,0.0,0.036746160218648065,0.003371569503666678,-1.330092511422286e-08,0.0,1.330092511422286e-08,46,54
H4,yoshida4,exact,50,329,base_y5:y5_from_sf_y3,0.0,0.036746160218648065,0.003371569503666678,-1.2579942019935727e-08,0.0,1.2579942019935727e-08,28,44
H4,yoshida4,exact,51,390,base_y5:y5_from_y3_ff,0.0,0.009186540054662016,0.0009078095064085746,-4.856394848098274e-09,0.0,4.856394848098274e-09,46,46
H4,yoshida4,exact,52,338,base_y5:y5_from_y3_fs,0.0,0.018373080109324032,0.002879225622573184,-1.516233987497162e-07,0.0,1.516233987497162e-07,46,54
H4,yoshida4,exact,53,339,base_y5:y5_from_sf_y3,0.0,0.018373080109324032,0.002879225622573184,-1.548879529762731e-07,0.0,1.548879529762731e-07,28,44
H4,yoshida4,exact,54,278,base_y5:y5_from_y3_ff,0.0,0.018373080109324032,0.005098030431856255,2.3956408784734766e-08,0.0,2.3956408784734766e-08,46,70
H4,yoshida4,exact,55,249,base_y5:y5_from_y3_fs,0.0,0.036746160218648065,0.016169008740752396,1.069846250922053e-07,0.0,1.069846250922053e-07,46,78
H4,yoshida4,exact,56,250,base_y5:y5_from_sf_y3,0.0,0.036746160218648065,0.016169008740752396,1.1302125212794653e-07,0.0,1.1302125212794653e-07,28,56
H4,yoshida4,exact,57,387,base_y5:y5_from_y3_ff,0.0,0.009186540054662016,0.0010514251020791949,-5.832142320015401e-10,0.0,5.832142320015401e-10,46,62
H4,yoshida4,exact,58,331,base_y5:y5_from_y3_fs,0.0,0.018373080109324032,0.0033347195339465427,-6.88805323780198e-08,0.0,6.88805323780198e-08,46,70
H4,yoshida4,exact,59,330,base_y5:y5_from_sf_y3,0.0,0.018373080109324032,0.003334719533946543,-7.267321578851437e-08,0.0,7.267321578851437e-08,28,52
H4,yoshida4,exact,60,260,base_y5:y5_from_y3_ff,0.0,0.018373080109324032,0.010549826934205619,-2.0138414760065873e-07,0.0,2.0138414760065873e-07,46,94
H4,yoshida4,exact,61,209,base_y5:y5_from_y3_fs,0.0,0.036746160218648065,0.03346002857234522,-1.517866589039146e-07,0.0,1.517866589039146e-07,46,102
H4,yoshida4,exact,62,210,base_y5:y5_from_sf_y3,0.0,0.036746160218648065,0.03346002857234522,-1.719373198837413e-07,0.0,1.719373198837413e-07,28,68
H4,yoshida4,exact,63,376,base_y5:y5_from_y3_ff,0.0,0.009186540054662016,0.001597771239638009,9.036337353027074e-08,0.0,9.036337353027074e-08,46,78
H4,yoshida4,exact,64,281,base_y5:y5_from_y3_fs,0.0,0.018373080109324032,0.005067521170136121,-4.8147834095847306e-08,0.0,4.8147834095847306e-08,46,86
H4,yoshida4,exact,65,282,base_y5:y5_from_sf_y3,0.0,0.018373080109324032,0.00506752117013612,-5.09059527762526e-08,0.0,5.09059527762526e-08,28,60
H4,yoshida4,exact,66,262,base_y5:y5_from_y3_ff,0.0,0.018373080109324032,0.009282181554662096,-4.096158268927264e-08,0.0,4.096158268927264e-08,46,118
H4,yoshida4,exact,67,218,base_y5:y5_from_y3_fs,0.0,0.036746160218648065,0.029439540759260405,2.7522867808414765e-08,0.0,2.7522867808414765e-08,46,126
H4,yoshida4,exact,68,219,base_y5:y5_from_sf_y3,0.0,0.036746160218648065,0.0294395407592604,1.701555437505797e-08,0.0,1.701555437505797e-08,28,80
H4,yoshida4,exact,69,401,base_y5:y5_from_y3_ff,0.0,0.009186540054662016,0.0005592304408964887,-5.799277778752827e-11,0.0,5.799277778752827e-11,46,94
H4,yoshida4,exact,70,373,base_y5:y5_from_y3_fs,0.0,0.018373080109324032,0.0017736657338190442,-1.2198258911508963e-08,0.0,1.2198258911508963e-08,46,102
H4,yoshida4,exact,71,374,base_y5:y5_from_sf_y3,0.0,0.018373080109324032,0.001773665733819044,-1.2157889814985446e-08,0.0,1.2157889814985446e-08,28,68
H4,yoshida4,exact,72,108,base_y5:y5_quintic_sss,0.0,0.029396928174918454,0.24213398006427508,-1.1601506743427545e-07,0.0,1.1601506743427545e-07,46,174
H4,yoshida4,exact,73,124,base_y5:y5_quintic_fff,0.0,0.025722312153053647,0.11075498999696932,-5.570466631073438e-06,0.0,5.570466631073438e-06,46,120
H4,yoshida4,exact,74,121,base_y5:y5_quintic_cross,0.0,-0.04409539226237768,0.12769857316726899,4.293306285548086e-07,0.0,4.293306285548086e-07,28,96
H4,yoshida4,exact,75,434,base_y5:y5_from_y3_ff,0.0,0.018373080109324032,0.00021823359943048045,-3.998687261243182e-08,0.0,3.998687261243182e-08,46,46
H4,yoshida4,exact,76,347,base_y5:y5_from_y3_fs,0.0,0.036746160218648065,0.0024909377755583635,9.620208430873412e-08,0.0,9.620208430873412e-08,46,56
H4,yoshida4,exact,77,346,base_y5:y5_from_sf_y3,0.0,0.036746160218648065,0.002490937775558364,9.394083686556105e-08,0.0,9.394083686556105e-08,28,48
H4,yoshida4,exact,78,440,base_y5:y5_from_y3_ff,0.0,0.009186540054662016,0.00018636536203784924,-4.674379013549681e-09,0.0,4.674379013549681e-09,46,46
H4,yoshida4,exact,79,364,base_y5:y5_from_y3_fs,0.0,0.018373080109324032,0.0021271908705495675,1.999667289927838e-08,0.0,1.999667289927838e-08,46,56
H4,yoshida4,exact,80,365,base_y5:y5_from_sf_y3,0.0,0.018373080109324032,0.002127190870549567,-8.880621786142695e-08,0.0,8.880621786142695e-08,28,48
H4,yoshida4,exact,81,388,base_y5:y5_from_y3_ff,0.0,0.018373080109324032,0.001046581116859617,3.6960875227834925e-09,0.0,3.6960875227834925e-09,46,70
H4,yoshida4,exact,82,256,base_y5:y5_from_y3_fs,0.0,0.036746160218648065,0.01194577024791339,9.12836446676387e-09,0.0,9.12836446676387e-09,46,80
H4,yoshida4,exact,83,257,base_y5:y5_from_sf_y3,0.0,0.036746160218648065,0.01194577024791339,7.321165148396933e-08,0.0,7.321165148396933e-08,28,60
H4,yoshida4,exact,84,436,base_y5:y5_from_y3_ff,0.0,0.009186540054662016,0.0002158483893607538,-1.901638398669354e-09,0.0,1.901638398669354e-09,46,62
H4,yoshida4,exact,85,348,base_y5:y5_from_y3_fs,0.0,0.018373080109324032,0.0024637127750046926,-8.931249139784132e-09,0.0,8.931249139784132e-09,46,72
H4,yoshida4,exact,86,349,base_y5:y5_from_sf_y3,0.0,0.018373080109324032,0.0024637127750046926,-3.924380539928407e-08,0.0,3.924380539928407e-08,28,56
H4,yoshida4,exact,87,361,base_y5:y5_from_y3_ff,0.0,0.018373080109324032,0.0021657873178792175,1.7704951649851843e-08,0.0,1.7704951649851843e-08,46,94
H4,yoshida4,exact,88,225,base_y5:y5_from_y3_fs,0.0,0.036746160218648065,0.024720489686324083,2.4877174034352878e-08,0.0,2.4877174034352878e-08,46,104
H4,yoshida4,exact,89,226,base_y5:y5_from_sf_y3,0.0,0.036746160218648065,0.024720489686324083,-4.32906586066122e-07,0.0,4.32906586066122e-07,28,72
H4,yoshida4,exact,90,421,base_y5:y5_from_y3_ff,0.0,0.009186540054662016,0.0003280084791211525,2.1052701417213444e-08,0.0,2.1052701417213444e-08,46,78
H4,yoshida4,exact,91,314,base_y5:y5_from_y3_fs,0.0,0.018373080109324032,0.003743918046893604,-5.3284734094359806e-08,0.0,5.3284734094359806e-08,46,88
H4,yoshida4,exact,92,315,base_y5:y5_from_sf_y3,0.0,0.018373080109324032,0.0037439180468936037,-9.497688063896623e-08,0.0,9.497688063896623e-08,28,64
H4,yoshida4,exact,93,369,base_y5:y5_from_y3_ff,0.0,0.018373080109324032,0.0019055507942181517,2.9786330067295066e-08,0.0,2.9786330067295066e-08,46,118
H4,yoshida4,exact,94,237,base_y5:y5_from_y3_fs,0.0,0.036746160218648065,0.02175012678593195,5.7689891168578615e-09,0.0,5.7689891168578615e-09,46,128
H4,yoshida4,exact,95,238,base_y5:y5_from_sf_y3,0.0,0.036746160218648065,0.02175012678593195,-2.015230243941011e-07,0.0,2.015230243941011e-07,28,84
H4,yoshida4,exact,96,447,base_y5:y5_from_y3_ff,0.0,0.009186540054662016,0.00011480512469248554,-2.882490427304436e-10,0.0,2.882490427304436e-10,46,94
