dataset_id,condition,analysis_cluster,pf,short_time_proxy_point_count,selected_short_time_window_point_count,direct_fit_point_count,total_calibration_point_count,short_time_proxy_seconds,direct_fit_seconds,total_calibration_seconds,shared_system_preparation_seconds,shared_system_preparation_included,timing_scope,source
twelve_condition_holdout,BeH2_CAS4e4o,BeH2,two_term_center,5,5,3,8,0.008097401994746178,0.0044331019744277,0.012530503969173878,0.0756190390093252,False,saved PF-specific short-time fit plus three direct training points; shared system preparation and validation points excluded,artifacts/two_term_pf_geometry_local_20260911/BeH2_CAS4e4o.json
twelve_condition_holdout,BeH2_CAS4e5o,BeH2,current_m3,5,5,3,8,0.029688197013456374,0.02001389506040141,0.049702092073857784,0.1610172539949417,False,saved PF-specific short-time fit plus three direct training points; shared system preparation and validation points excluded,artifacts/two_term_pf_geometry_local_20260911/BeH2_CAS4e5o.json
twelve_condition_holdout,BeH2_CAS4e5o,BeH2,two_term_center,5,5,3,8,0.02678317198297009,0.020530733978375793,0.04731390596134588,0.1610172539949417,False,saved PF-specific short-time fit plus three direct training points; shared system preparation and validation points excluded,artifacts/two_term_pf_geometry_local_20260911/BeH2_CAS4e5o.json
twelve_condition_holdout,BeH2_stretch125,BeH2,current_m3,5,5,3,8,0.05960843799402937,0.07076702895574272,0.1303754669497721,0.4365926430327818,False,saved PF-specific short-time fit plus three direct training points; shared system preparation and validation points excluded,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch125.json
twelve_condition_holdout,BeH2_stretch125,BeH2,two_term_center,5,5,3,8,0.054808401968330145,0.07133929897099733,0.12614770093932748,0.4365926430327818,False,saved PF-specific short-time fit plus three direct training points; shared system preparation and validation points excluded,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch125.json
twelve_condition_holdout,BeH2_stretch150,BeH2,current_m3,5,5,3,8,0.05619191599544138,0.06769442197401077,0.12388633796945214,0.36235857801511884,False,saved PF-specific short-time fit plus three direct training points; shared system preparation and validation points excluded,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150.json
twelve_condition_holdout,BeH2_stretch150,BeH2,two_term_center,5,5,3,8,0.052471000992227346,0.0674146410310641,0.11988564202329144,0.36235857801511884,False,saved PF-specific short-time fit plus three direct training points; shared system preparation and validation points excluded,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150.json
twelve_condition_holdout,BeH2_stretch150_631g,BeH2,current_m3,5,5,3,8,0.056829234992619604,0.06809857801999897,0.12492781301261857,0.362318646046333,False,saved PF-specific short-time fit plus three direct training points; shared system preparation and validation points excluded,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150_631g.json
twelve_condition_holdout,BeH2_stretch150_631g,BeH2,two_term_center,5,5,3,8,0.053335277014411986,0.06848270201589912,0.12181797903031111,0.362318646046333,False,saved PF-specific short-time fit plus three direct training points; shared system preparation and validation points excluded,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150_631g.json
twelve_condition_holdout,BeH2_stretch150_ccpvdz,BeH2,current_m3,5,5,3,8,0.05675882799550891,0.06874196894932538,0.1255007969448343,0.41052740800660104,False,saved PF-specific short-time fit plus three direct training points; shared system preparation and validation points excluded,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150_ccpvdz.json
twelve_condition_holdout,BeH2_stretch150_ccpvdz,BeH2,two_term_center,5,5,3,8,0.05910000501899049,0.06890005193417892,0.1280000569531694,0.41052740800660104,False,saved PF-specific short-time fit plus three direct training points; shared system preparation and validation points excluded,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150_ccpvdz.json
twelve_condition_holdout,H2O_CAS8e5o,H2O,current_m3,5,5,3,8,0.053969653963577,0.030611358990427107,0.08458101295400411,0.302339450980071,False,saved PF-specific short-time fit plus three direct training points; shared system preparation and validation points excluded,artifacts/two_term_pf_geometry_local_20260911/H2O_CAS8e5o.json
twelve_condition_holdout,H2O_CAS8e5o,H2O,two_term_center,5,5,3,8,0.05010498402407393,0.03083662298740819,0.08094160701148212,0.302339450980071,False,saved PF-specific short-time fit plus three direct training points; shared system preparation and validation points excluded,artifacts/two_term_pf_geometry_local_20260911/H2O_CAS8e5o.json
twelve_condition_holdout,H2O_stretch125,H2O,current_m3,5,5,3,8,0.09220339899184182,0.10268091806210577,0.1948843170539476,0.6373046769876964,False,saved PF-specific short-time fit plus three direct training points; shared system preparation and validation points excluded,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch125.json
twelve_condition_holdout,H2O_stretch125,H2O,two_term_center,5,5,3,8,0.08256439195247367,0.10328914306592196,0.18585353501839563,0.6373046769876964,False,saved PF-specific short-time fit plus three direct training points; shared system preparation and validation points excluded,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch125.json
twelve_condition_holdout,H2O_stretch150,H2O,current_m3,5,5,3,8,0.08759695698972791,0.10310483200009912,0.19070178898982704,0.6579194840160199,False,saved PF-specific short-time fit plus three direct training points; shared system preparation and validation points excluded,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150.json
twelve_condition_holdout,H2O_stretch150,H2O,two_term_center,5,5,3,8,0.0828726640320383,0.10317682096501812,0.18604948499705642,0.6579194840160199,False,saved PF-specific short-time fit plus three direct training points; shared system preparation and validation points excluded,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150.json
twelve_condition_holdout,H2O_stretch150_631g,H2O,current_m3,5,5,3,8,0.08846687100594863,0.10270443098852411,0.19117130199447274,0.6595400529913604,False,saved PF-specific short-time fit plus three direct training points; shared system preparation and validation points excluded,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150_631g.json
twelve_condition_holdout,H2O_stretch150_631g,H2O,two_term_center,5,5,3,8,0.08328914101002738,0.10289952496532351,0.1861886659753509,0.6595400529913604,False,saved PF-specific short-time fit plus three direct training points; shared system preparation and validation points excluded,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150_631g.json
twelve_condition_holdout,H2O_stretch150_ccpvdz,H2O,current_m3,5,5,3,8,0.0885570429963991,0.12830071698408574,0.21685775998048484,0.6944420550134964,False,saved PF-specific short-time fit plus three direct training points; shared system preparation and validation points excluded,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150_ccpvdz.json
twelve_condition_holdout,H2O_stretch150_ccpvdz,H2O,two_term_center,5,5,3,8,0.08369887404842302,0.10303952993126586,0.18673840397968888,0.6944420550134964,False,saved PF-specific short-time fit plus three direct training points; shared system preparation and validation points excluded,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150_ccpvdz.json
twelve_condition_holdout,LiH_CAS2e4o,LiH,current_m3,6,5,3,9,0.020465890993364155,0.008117631019558758,0.028583522012922913,0.09971237799618393,False,saved PF-specific short-time fit plus three direct training points; shared system preparation and validation points excluded,artifacts/two_term_pf_geometry_local_20260911/LiH_CAS2e4o.json
twelve_condition_holdout,LiH_CAS2e4o,LiH,two_term_center,5,5,3,8,0.015171919018030167,0.008208262966945767,0.023380181984975934,0.09971237799618393,False,saved PF-specific short-time fit plus three direct training points; shared system preparation and validation points excluded,artifacts/two_term_pf_geometry_local_20260911/LiH_CAS2e4o.json
