dataset_id,condition,analysis_cluster,pf,model,four_metric_pass,strict_frozen_budget_pass_before_margin,empirical_uniform_cost_multiplier,margin_adjusted_frozen_cost,margin_adjusted_total_error_hartree,margin_adjusted_pass_on_saved_conditions,margin_adjusted_cost_ratio_to_current_m3_two_term,oracle_direct_required_cost,oracle_direct_cost_ratio_to_current_m3_two_term,short_time_proxy_point_count,direct_fit_point_count,total_calibration_point_count,total_calibration_seconds,calibration_source,margin_scope
twelve_condition_holdout,BeH2_CAS4e4o,BeH2,current_m3,original_one_term,False,True,1.0,1374778.3784755995,0.00015456894904992857,True,1.0386052369160539,1324984.8071102058,1.0107548073293828,5,3,8,0.014593419909942895,artifacts/two_term_pf_geometry_local_20260911/BeH2_CAS4e4o.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,BeH2_CAS4e5o,BeH2,two_term_center,two_term,True,True,1.0001234080738037,9152501.2786168,0.0001593043042486315,True,1.156543123556127,9148483.534291936,1.1592764403100608,5,3,8,0.04731390596134588,artifacts/two_term_pf_geometry_local_20260911/BeH2_CAS4e5o.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,BeH2_stretch125,BeH2,current_m3,original_one_term,False,True,1.0,22876578.46966228,0.00015752150360734356,True,1.0151935791865325,22551364.87836635,1.0011456907263225,5,3,8,0.1303754669497721,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch125.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,BeH2_stretch125,BeH2,current_m3,refit_one_term,False,True,1.0,22862298.472455908,0.00015759422542272142,True,1.0145598759649632,22549967.99705977,1.0010836775529257,5,3,8,0.1303754669497721,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch125.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,BeH2_stretch125,BeH2,current_m3,two_term,True,True,1.0,22534203.26790593,0.00015931139272534143,True,1.0,22525557.55596923,1.0,5,3,8,0.1303754669497721,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch125.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,BeH2_stretch125,BeH2,two_term_center,original_one_term,True,True,1.0,26122970.451283704,0.00015813745712891437,True,1.1592586674004595,25874842.268009696,1.1486882046634583,5,3,8,0.12614770093932748,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch125.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,BeH2_stretch125,BeH2,two_term_center,refit_one_term,True,True,1.0,26112033.96572618,0.00015818781054809732,True,1.1587733391451178,25874131.994160987,1.1486566727536736,5,3,8,0.12614770093932748,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch125.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,BeH2_stretch125,BeH2,two_term_center,two_term,True,False,1.0001234080738037,25864230.916225985,0.00015935129127542914,True,1.1477765869389671,25862454.445364404,1.148138259446142,5,3,8,0.12614770093932748,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch125.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,BeH2_stretch150,BeH2,current_m3,original_one_term,False,True,1.0,20139897.814429335,0.0001577039573624686,True,1.0137545839331774,19881637.89409953,1.0009095745771417,5,3,8,0.12388633796945214,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,BeH2_stretch150,BeH2,current_m3,refit_one_term,False,True,1.0,20128280.292503774,0.00015777182787676198,True,1.0131698085676566,19880617.429049566,1.0008582008802427,5,3,8,0.12388633796945214,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,BeH2_stretch150,BeH2,current_m3,two_term,True,True,1.0,19866640.441013165,0.00015934042132351248,True,1.0,19863570.495365683,1.0,5,3,8,0.12388633796945214,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,BeH2_stretch150,BeH2,two_term_center,original_one_term,True,True,1.0,22997908.39656604,0.00015815707305978443,True,1.1576143669006367,22782935.710871175,1.146970818573962,5,3,8,0.11988564202329144,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,BeH2_stretch150,BeH2,two_term_center,refit_one_term,True,True,1.0,22988205.33896014,0.00015820787228402013,True,1.157125957316001,22782316.401660655,1.1469396404325163,5,3,8,0.11988564202329144,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,BeH2_stretch150,BeH2,two_term_center,two_term,True,False,1.0001234080738037,22773648.907325633,0.0001593531172097048,True,1.1463261226750332,22772412.396083396,1.1464410389560309,5,3,8,0.11988564202329144,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,BeH2_stretch150_631g,BeH2,current_m3,original_one_term,False,True,1.0,13515099.976823594,0.00015689168799258962,True,1.020984394833283,13258401.274256965,1.002153205910861,5,3,8,0.12492781301261857,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150_631g.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,BeH2_stretch150_631g,BeH2,current_m3,refit_one_term,False,True,1.0,13503452.433349878,0.00015698882272991118,True,1.0201044930830037,13256883.701385982,1.0020384982257942,5,3,8,0.12492781301261857,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150_631g.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,BeH2_stretch150_631g,BeH2,current_m3,two_term,True,True,1.0,13237322.769297058,0.00015928927054831575,True,1.0,13229914.544060506,1.0,5,3,8,0.12492781301261857,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150_631g.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,BeH2_stretch150_631g,BeH2,two_term_center,original_one_term,False,True,1.0,15432991.742252955,0.00015765040823490385,True,1.1658695652604756,15228775.325479772,1.1510864469125874,5,3,8,0.12181797903031111,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150_631g.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,BeH2_stretch150_631g,BeH2,two_term_center,refit_one_term,False,True,1.0,15423558.035820717,0.00015772218449520165,True,1.165156905563598,15227926.386909176,1.1510222788056983,5,3,8,0.12181797903031111,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150_631g.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,BeH2_stretch150_631g,BeH2,two_term_center,two_term,True,False,1.0001234080738037,15214199.452564178,0.00015936001019904,True,1.1493411256732617,15214199.452564178,1.1499847109288024,5,3,8,0.12181797903031111,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150_631g.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,BeH2_stretch150_ccpvdz,BeH2,current_m3,original_one_term,False,True,1.0,11923940.706805242,0.0001565640984129567,True,1.0236577781147969,11668051.212747123,1.0028820451767162,5,3,8,0.1255007969448343,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150_ccpvdz.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,BeH2_stretch150_ccpvdz,BeH2,current_m3,refit_one_term,False,True,1.0,11912020.610953642,0.00015667462768938464,True,1.0226344504134608,11666284.27698447,1.0027301750727,5,3,8,0.1255007969448343,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150_ccpvdz.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,BeH2_stretch150_ccpvdz,BeH2,current_m3,two_term,True,True,1.0,11648366.242832422,0.00015920984929966082,True,1.0,11634520.000496285,1.0,5,3,8,0.1255007969448343,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150_ccpvdz.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,BeH2_stretch150_ccpvdz,BeH2,two_term_center,original_one_term,False,True,1.0,13615793.555647964,0.00015756792968409073,True,1.1689015671211538,13427051.433199825,1.154070080469764,5,3,8,0.1280000569531694,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150_ccpvdz.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,BeH2_stretch150_ccpvdz,BeH2,two_term_center,refit_one_term,False,True,1.0,13606794.087361556,0.00015764521245813468,True,1.1681289722268315,13426202.809955351,1.1539971403532454,5,3,8,0.1280000569531694,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150_ccpvdz.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,BeH2_stretch150_ccpvdz,BeH2,two_term_center,two_term,True,False,1.0001234080738037,13413414.549104238,0.0001593544168358048,True,1.1515275421012712,13412822.208823863,1.1528470627281333,5,3,8,0.1280000569531694,artifacts/two_term_pf_geometry_local_20260911/BeH2_stretch150_ccpvdz.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_CAS8e5o,H2O,current_m3,original_one_term,False,True,1.0,27300319.00145983,0.00015618931028480533,True,1.0228108898902128,26637821.10604335,1.0040818705885213,5,3,8,0.08458101295400411,artifacts/two_term_pf_geometry_local_20260911/H2O_CAS8e5o.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_CAS8e5o,H2O,current_m3,refit_one_term,False,True,1.0,27277044.95895757,0.00015628034829010922,True,1.0219389241039594,26633669.1806777,1.003925368561907,5,3,8,0.08458101295400411,artifacts/two_term_pf_geometry_local_20260911/H2O_CAS8e5o.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_CAS8e5o,H2O,current_m3,two_term,True,True,1.0,26691462.97844972,0.00015858962386668316,True,1.0,26529530.99375269,1.0,5,3,8,0.08458101295400411,artifacts/two_term_pf_geometry_local_20260911/H2O_CAS8e5o.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_CAS8e5o,H2O,two_term_center,original_one_term,True,True,1.0,31176145.72158367,0.00015844403129544097,True,1.1680193680936415,30953748.48587691,1.166765763524657,5,3,8,0.08094160701148212,artifacts/two_term_pf_geometry_local_20260911/H2O_CAS8e5o.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_CAS8e5o,H2O,two_term_center,refit_one_term,True,True,1.0,31168184.77789777,0.00015847512213250023,True,1.167721110044155,30953339.155678876,1.1667503342960692,5,3,8,0.08094160701148212,artifacts/two_term_pf_geometry_local_20260911/H2O_CAS8e5o.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_CAS8e5o,H2O,two_term_center,two_term,True,True,1.0001234080738037,30975780.14978446,0.00015923318749793317,True,1.160512639370642,30944908.59624474,1.166432554104775,5,3,8,0.08094160701148212,artifacts/two_term_pf_geometry_local_20260911/H2O_CAS8e5o.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_stretch125,H2O,current_m3,original_one_term,False,True,1.0,70212511.02609476,0.00015800069712720329,True,1.010881868678195,69471783.29398234,1.0006156526886167,5,3,8,0.1948843170539476,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch125.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_stretch125,H2O,current_m3,refit_one_term,False,True,1.0,70183783.10665381,0.0001580495112667827,True,1.0104682595868335,69469677.21443474,1.0005853184138767,5,3,8,0.1948843170539476,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch125.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_stretch125,H2O,current_m3,two_term,True,True,1.0,69456692.42035468,0.0001593094644136184,True,1.0,69429039.11938041,1.0,5,3,8,0.1948843170539476,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch125.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_stretch125,H2O,two_term_center,original_one_term,True,True,1.0,80177233.71862748,0.0001585675480730774,True,1.1543485721057902,79681932.9067018,1.1476744301428679,5,3,8,0.18585353501839563,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch125.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_stretch125,H2O,two_term_center,refit_one_term,True,True,1.0,80158581.5487818,0.0001585961127218598,True,1.154080028223326,79681138.83231214,1.1476629929344644,5,3,8,0.18585353501839563,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch125.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_stretch125,H2O,two_term_center,two_term,True,False,1.0001234080738037,79673773.49125916,0.00015934785132096964,True,1.1471000232644293,79666154.1010706,1.1474471649260172,5,3,8,0.18585353501839563,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch125.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_stretch150,H2O,current_m3,original_one_term,False,True,1.0,56796875.59775062,0.0001577311868880759,True,1.012960590487244,56080376.64164899,1.0009159912106518,5,3,8,0.19070178898982704,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_stretch150,H2O,current_m3,refit_one_term,False,True,1.0,56767849.19406432,0.00015779126975942016,True,1.0124429105496004,56077811.50391781,1.00087020893299,5,3,8,0.19070178898982704,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_stretch150,H2O,current_m3,two_term,True,True,1.0,56070173.04634799,0.00015926695970105834,True,1.0,56029054.52016739,1.0,5,3,8,0.19070178898982704,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_stretch150,H2O,two_term_center,original_one_term,True,True,1.0,64857334.550740816,0.0001584125299649322,True,1.156717217496891,64378876.11769818,1.149026637501536,5,3,8,0.18604948499705642,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_stretch150,H2O,two_term_center,refit_one_term,True,True,1.0,64837645.46852296,0.00015844953077310468,True,1.156366066766509,64377878.82067967,1.1490088378612058,5,3,8,0.18604948499705642,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_stretch150,H2O,two_term_center,two_term,True,False,1.0001234080738037,64365104.997806974,0.0001593510476515598,True,1.1479384046951726,64360565.14569092,1.1486998254186966,5,3,8,0.18604948499705642,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_stretch150_631g,H2O,current_m3,original_one_term,True,True,1.0,52995067.307340935,0.0001584909260974837,True,1.0068097083109706,52636246.69488782,1.0002475958615868,5,3,8,0.19117130199447274,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150_631g.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_stretch150_631g,H2O,current_m3,refit_one_term,True,True,1.0,52980196.695439644,0.0001585252246066915,True,1.0065271937828937,52635541.59880294,1.0002341969072914,5,3,8,0.19117130199447274,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150_631g.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_stretch150_631g,H2O,current_m3,two_term,True,True,1.0,52636627.22943518,0.00015932761289939518,True,1.0,52623217.40403519,1.0,5,3,8,0.19117130199447274,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150_631g.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_stretch150_631g,H2O,two_term_center,original_one_term,True,True,1.0,60515472.02719017,0.00015877385603999152,True,1.149683693892701,60238512.21754981,1.144713592007217,5,3,8,0.1861886659753509,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150_631g.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_stretch150_631g,H2O,two_term_center,refit_one_term,True,True,1.0,60503786.056542926,0.00015879780638679416,True,1.1494616817452223,60238144.48787553,1.1447066040332308,5,3,8,0.1861886659753509,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150_631g.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_stretch150_631g,H2O,two_term_center,two_term,True,False,1.0001234080738037,60237451.86052673,0.00015934866516477744,True,1.1444018173497457,60232080.82398117,1.1445913761130564,5,3,8,0.1861886659753509,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150_631g.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_stretch150_ccpvdz,H2O,current_m3,original_one_term,True,True,1.0,52288753.24001023,0.00015850185566817436,True,1.0067278961927244,51939137.56342333,1.0002409585742575,5,3,8,0.21685775998048484,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150_ccpvdz.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_stretch150_ccpvdz,H2O,current_m3,refit_one_term,True,True,1.0,52273999.43677968,0.00015853636524826618,True,1.006443837683642,51938447.56250099,1.0002276705757203,5,3,8,0.21685775998048484,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150_ccpvdz.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_stretch150_ccpvdz,H2O,current_m3,two_term,True,True,1.0,51939310.94763292,0.00015932895209412503,True,1.0,51926625.39780147,1.0,5,3,8,0.21685775998048484,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150_ccpvdz.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_stretch150_ccpvdz,H2O,two_term_center,original_one_term,True,True,1.0,59708530.709710434,0.00015876842696739159,True,1.149582649833586,59432744.65222348,1.1445524178958069,5,3,8,0.18673840397968888,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150_ccpvdz.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_stretch150_ccpvdz,H2O,two_term_center,refit_one_term,True,True,1.0,59696977.32295715,0.0001587924199424031,True,1.1493602097098627,59432378.01532558,1.1445453572232696,5,3,8,0.18673840397968888,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150_ccpvdz.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
twelve_condition_holdout,H2O_stretch150_ccpvdz,H2O,two_term_center,two_term,True,False,1.0001234080738037,59431329.98374763,0.00015934922105827746,True,1.1442456378304369,59426290.3746963,1.1444281217860994,5,3,8,0.18673840397968888,artifacts/two_term_pf_geometry_local_20260911/H2O_stretch150_ccpvdz.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
five_condition_holdout,H6,H_chain,current_m3,original_one_term,False,True,1.0,119447602.78357166,0.00015719472606585437,True,1.0176531111217335,117452759.50206824,1.001678388592129,5,3,8,0.9535581357777119,artifacts/two_term_pf_m3_holdout_server2_20260910_d2360f4_cpu/H6.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
five_condition_holdout,H6,H_chain,current_m3,refit_one_term,False,True,1.0,119370027.33312234,0.00015726894257429947,True,1.0169921945637055,117443707.06875478,1.0016011862611431,5,3,8,0.9535581357777119,artifacts/two_term_pf_m3_holdout_server2_20260910_d2360f4_cpu/H6.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
five_condition_holdout,H6,H_chain,current_m3,two_term,True,True,1.0,117375558.99761124,0.00015923095605440663,True,1.0,117255958.43906496,1.0,5,3,8,0.9535581357777119,artifacts/two_term_pf_m3_holdout_server2_20260910_d2360f4_cpu/H6.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
five_condition_holdout,H6,H_chain,two_term_center,original_one_term,True,True,1.0,136400792.68130872,0.00015809779176317708,True,1.1620885459134185,135063570.99446765,1.1518695748383385,5,3,8,0.9351188279688358,artifacts/two_term_pf_m3_holdout_server2_20260910_d2360f4_cpu/H6.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
five_condition_holdout,H6,H_chain,two_term_center,refit_one_term,True,True,1.0,136349267.0576094,0.00015814311636303942,True,1.1616495650545469,135060096.4040181,1.1518399423105268,5,3,8,0.9351188279688358,artifacts/two_term_pf_m3_holdout_server2_20260910_d2360f4_cpu/H6.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
five_condition_holdout,H6,H_chain,two_term_center,two_term,True,True,1.0001234080738037,135013972.8813053,0.00015934106391550976,True,1.1502733110225531,134993821.0208364,1.1512747225633688,5,3,8,0.9351188279688358,artifacts/two_term_pf_m3_holdout_server2_20260910_d2360f4_cpu/H6.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
five_condition_holdout,H7,H_chain,current_m3,original_one_term,False,True,1.0,219908414.11484936,0.00015717958400923907,True,1.0177731156440049,216210566.84846735,1.0017184581548966,5,3,8,3.232609935104847,artifacts/two_term_pf_m3_holdout_server2_20260910_d2360f4_cpu/H7.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
five_condition_holdout,H7,H_chain,current_m3,refit_one_term,False,True,1.0,219761876.88178393,0.0001572556670438236,True,1.0170949166907945,216193345.27707854,1.0016386694276846,5,3,8,3.232609935104847,artifacts/two_term_pf_m3_holdout_server2_20260910_d2360f4_cpu/H7.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
five_condition_holdout,H7,H_chain,current_m3,two_term,True,True,1.0,216068208.85193098,0.00015922604290574555,True,1.0,215839655.43243942,1.0,5,3,8,3.232609935104847,artifacts/two_term_pf_m3_holdout_server2_20260910_d2360f4_cpu/H7.json,post-hoc uniform margin over the same 17 saved development conditions; not an unseen-system guarantee
