condition,molecule,analysis_cluster,variation_axis,effect_type,contrast,held_constant,metric,from_label,to_label,from_value,to_value,difference_to_minus_from,benefit_from_reduction,ratio_to_over_from,from_pass,to_pass,pass_change,design_note
BeH2_CAS4e4o,BeH2,BeH2,active_space,pf_effect,current_m3_to_two_term_center,two_term,maximum_unseen_residual_over_epsilon,current_m3,two_term_center,0.019661742819847523,0.002011228721449412,-0.01765051409839811,0.01765051409839811,0.10229147740754596,True,True,0,paired condition with the same model definition
BeH2_CAS4e4o,BeH2,BeH2,active_space,pf_effect,current_m3_to_two_term_center,two_term,direct_cost_at_predicted_time,current_m3,two_term_center,1310886.4756340676,1540995.8465718187,230109.37093775114,-230109.37093775114,1.1755372224939986,True,True,0,paired condition with the same model definition
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,original_to_refit,current_m3,eta_star,original_one_term,refit_one_term,0.03758048477098659,0.036468375191830535,-0.0011121095791560565,0.0011121095791560565,0.9704072582902219,False,False,0,legacy perturbative alpha versus direct refit; fit loss differs
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,original_to_refit,current_m3,eta_min,original_one_term,refit_one_term,0.012296734279966914,0.011889552837778927,-0.00040718144218798713,0.00040718144218798713,0.9668870260251665,False,False,0,legacy perturbative alpha versus direct refit; fit loss differs
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,original_to_refit,current_m3,eta_t,original_one_term,refit_one_term,0.0775073695630012,0.07614594697295718,-0.0013614225900440147,0.0013614225900440147,0.982434927185377,False,False,0,legacy perturbative alpha versus direct refit; fit loss differs
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,original_to_refit,current_m3,maximum_unseen_residual_over_epsilon,original_one_term,refit_one_term,0.08316949606803982,0.08101501280620982,-0.002154483261830001,0.002154483261830001,0.9740952709384286,False,False,0,legacy perturbative alpha versus direct refit; fit loss differs
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,original_to_refit,current_m3,direct_cost_at_predicted_time,original_one_term,refit_one_term,1324984.8071102058,1324451.8514991023,-532.9556111034472,532.9556111034472,0.9995977647379476,False,False,0,legacy perturbative alpha versus direct refit; fit loss differs
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,refit_to_two_term,current_m3,eta_star,refit_one_term,two_term,0.036468375191830535,0.009757534140174499,-0.026710841051656036,0.026710841051656036,0.2675615266336388,False,True,1,fair nested comparison: same three points and normalized LS loss
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,refit_to_two_term,current_m3,eta_min,refit_one_term,two_term,0.011889552837778927,0.0015255202739603568,-0.01036403256381857,0.01036403256381857,0.12830762390937298,False,True,1,fair nested comparison: same three points and normalized LS loss
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,refit_to_two_term,current_m3,eta_t,refit_one_term,two_term,0.07614594697295718,0.024390243902438935,-0.051755703070518244,0.051755703070518244,0.3203091546172641,False,True,1,fair nested comparison: same three points and normalized LS loss
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,refit_to_two_term,current_m3,maximum_unseen_residual_over_epsilon,refit_one_term,two_term,0.08101501280620982,0.019661742819847523,-0.0613532699863623,0.0613532699863623,0.2426925842359485,False,True,1,fair nested comparison: same three points and normalized LS loss
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,refit_to_two_term,current_m3,direct_cost_at_predicted_time,refit_one_term,two_term,1324451.8514991023,1310886.4756340676,-13565.375865034759,13565.375865034759,0.9897577432885306,False,True,1,fair nested comparison: same three points and normalized LS loss
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,original_to_two_term,current_m3,eta_star,original_one_term,two_term,0.03758048477098659,0.009757534140174499,-0.027822950630812093,0.027822950630812093,0.25964364748449564,False,True,1,overall legacy-to-two-term change; fit loss differs
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,original_to_two_term,current_m3,eta_min,original_one_term,two_term,0.012296734279966914,0.0015255202739603568,-0.010771214006006558,0.010771214006006558,0.12405897689808919,False,True,1,overall legacy-to-two-term change; fit loss differs
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,original_to_two_term,current_m3,eta_t,original_one_term,two_term,0.0775073695630012,0.024390243902438935,-0.05311712566056226,0.05311712566056226,0.3146829009932215,False,True,1,overall legacy-to-two-term change; fit loss differs
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,original_to_two_term,current_m3,maximum_unseen_residual_over_epsilon,original_one_term,two_term,0.08316949606803982,0.019661742819847523,-0.0635077532481923,0.0635077532481923,0.23640569859606364,False,True,1,overall legacy-to-two-term change; fit loss differs
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,original_to_two_term,current_m3,direct_cost_at_predicted_time,original_one_term,two_term,1324984.8071102058,1310886.4756340676,-14098.331476138206,14098.331476138206,0.9893596278232906,False,True,1,overall legacy-to-two-term change; fit loss differs
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,original_to_refit,two_term_center,eta_star,original_one_term,refit_one_term,0.017042876730592196,0.01637317910942506,-0.0006696976211671354,0.0006696976211671354,0.9607051302574395,False,False,0,legacy perturbative alpha versus direct refit; fit loss differs
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,original_to_refit,two_term_center,eta_min,original_one_term,refit_one_term,0.0016710289132197964,0.0015824460540765362,-8.858285914326025e-05,8.858285914326025e-05,0.9469890326597786,False,False,0,legacy perturbative alpha versus direct refit; fit loss differs
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,original_to_refit,two_term_center,eta_t,original_one_term,refit_one_term,0.02477557647953721,0.024046683640164712,-0.0007288928393724969,0.0007288928393724969,0.9705801865004228,False,False,0,legacy perturbative alpha versus direct refit; fit loss differs
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,original_to_refit,two_term_center,maximum_unseen_residual_over_epsilon,original_one_term,refit_one_term,0.028742136592810094,0.027776106780083704,-0.0009660298127263899,0.0009660298127263899,0.9663897703078885,False,False,0,legacy perturbative alpha versus direct refit; fit loss differs
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,original_to_refit,two_term_center,direct_cost_at_predicted_time,original_one_term,refit_one_term,1543570.8951865917,1543434.3893685746,-136.50581801705994,136.50581801705994,0.9999115649184351,False,False,0,legacy perturbative alpha versus direct refit; fit loss differs
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,refit_to_two_term,two_term_center,eta_star,refit_one_term,two_term,0.01637317910942506,0.0010410152495480625,-0.015332163859876999,0.015332163859876999,0.06358052047136113,False,True,1,fair nested comparison: same three points and normalized LS loss
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,refit_to_two_term,two_term_center,eta_min,refit_one_term,two_term,0.0015824460540765362,0.0,-0.0015824460540765362,0.0015824460540765362,0.0,False,True,1,fair nested comparison: same three points and normalized LS loss
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,refit_to_two_term,two_term_center,eta_t,refit_one_term,two_term,0.024046683640164712,0.0,-0.024046683640164712,0.024046683640164712,0.0,False,True,1,fair nested comparison: same three points and normalized LS loss
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,refit_to_two_term,two_term_center,maximum_unseen_residual_over_epsilon,refit_one_term,two_term,0.027776106780083704,0.002011228721449412,-0.025764878058634293,0.025764878058634293,0.07240858977729459,False,True,1,fair nested comparison: same three points and normalized LS loss
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,refit_to_two_term,two_term_center,direct_cost_at_predicted_time,refit_one_term,two_term,1543434.3893685746,1540995.8465718187,-2438.542796755908,2438.542796755908,0.998420054125039,False,True,1,fair nested comparison: same three points and normalized LS loss
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,original_to_two_term,two_term_center,eta_star,original_one_term,two_term,0.017042876730592196,0.0010410152495480625,-0.016001861481044134,0.016001861481044134,0.06108213220127479,False,True,1,overall legacy-to-two-term change; fit loss differs
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,original_to_two_term,two_term_center,eta_min,original_one_term,two_term,0.0016710289132197964,0.0,-0.0016710289132197964,0.0016710289132197964,0.0,False,True,1,overall legacy-to-two-term change; fit loss differs
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,original_to_two_term,two_term_center,eta_t,original_one_term,two_term,0.02477557647953721,0.0,-0.02477557647953721,0.02477557647953721,0.0,False,True,1,overall legacy-to-two-term change; fit loss differs
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,original_to_two_term,two_term_center,maximum_unseen_residual_over_epsilon,original_one_term,two_term,0.028742136592810094,0.002011228721449412,-0.026730907871360683,0.026730907871360683,0.06997492044319784,False,True,1,overall legacy-to-two-term change; fit loss differs
BeH2_CAS4e4o,BeH2,BeH2,active_space,model_effect,original_to_two_term,two_term_center,direct_cost_at_predicted_time,original_one_term,two_term,1543570.8951865917,1540995.8465718187,-2575.048614772968,2575.048614772968,0.9983317587661164,False,True,1,overall legacy-to-two-term change; fit loss differs
BeH2_CAS4e4o,BeH2,BeH2,active_space,pf_by_model_interaction,refit_to_two_term_difference_in_differences,none,eta_star,current_m3_model_delta,two_term_center_model_delta,-0.026710841051656036,-0.015332163859876999,0.011378677191779037,-0.011378677191779037,0.5740052823580568,,,,same three direct training points and normalized LS loss; positive benefit means the two-term upgrade reduces the metric more for two_term_center
BeH2_CAS4e4o,BeH2,BeH2,active_space,pf_by_model_interaction,refit_to_two_term_difference_in_differences,none,eta_min,current_m3_model_delta,two_term_center_model_delta,-0.01036403256381857,-0.0015824460540765362,0.008781586509742034,-0.008781586509742034,0.15268632593851023,,,,same three direct training points and normalized LS loss; positive benefit means the two-term upgrade reduces the metric more for two_term_center
BeH2_CAS4e4o,BeH2,BeH2,active_space,pf_by_model_interaction,refit_to_two_term_difference_in_differences,none,eta_t,current_m3_model_delta,two_term_center_model_delta,-0.051755703070518244,-0.024046683640164712,0.027709019430353532,-0.027709019430353532,0.4646190122738859,,,,same three direct training points and normalized LS loss; positive benefit means the two-term upgrade reduces the metric more for two_term_center
BeH2_CAS4e4o,BeH2,BeH2,active_space,pf_by_model_interaction,refit_to_two_term_difference_in_differences,none,maximum_unseen_residual_over_epsilon,current_m3_model_delta,two_term_center_model_delta,-0.0613532699863623,-0.025764878058634293,0.035588391927728,-0.035588391927728,0.41994302935053585,,,,same three direct training points and normalized LS loss; positive benefit means the two-term upgrade reduces the metric more for two_term_center
BeH2_CAS4e4o,BeH2,BeH2,active_space,pf_by_model_interaction,refit_to_two_term_difference_in_differences,none,direct_cost_at_predicted_time,current_m3_model_delta,two_term_center_model_delta,-13565.375865034759,-2438.542796755908,11126.833068278851,-11126.833068278851,0.17976227279049004,,,,same three direct training points and normalized LS loss; positive benefit means the two-term upgrade reduces the metric more for two_term_center
BeH2_CAS4e5o,BeH2,BeH2,active_space,pf_effect,current_m3_to_two_term_center,original_one_term,eta_star,current_m3,two_term_center,0.02387951528822877,0.011418559958003111,-0.01246095533022566,0.01246095533022566,0.4781738582286804,False,False,0,paired condition with the same model definition
BeH2_CAS4e5o,BeH2,BeH2,active_space,pf_effect,current_m3_to_two_term_center,original_one_term,eta_min,current_m3,two_term_center,0.003550052211329424,0.0007026521043203005,-0.0028474001070091237,0.0028474001070091237,0.19792725923238497,False,False,0,paired condition with the same model definition
BeH2_CAS4e5o,BeH2,BeH2,active_space,pf_effect,current_m3_to_two_term_center,original_one_term,eta_t,current_m3,two_term_center,0.03462789732302296,0.016546603397831317,-0.018081293925191644,0.018081293925191644,0.477840258202164,False,False,0,paired condition with the same model definition
BeH2_CAS4e5o,BeH2,BeH2,active_space,pf_effect,current_m3_to_two_term_center,original_one_term,maximum_unseen_residual_over_epsilon,current_m3,two_term_center,0.043561491462927586,0.018058496701086158,-0.025502994761841428,0.025502994761841428,0.4145518460141475,False,False,0,paired condition with the same model definition
BeH2_CAS4e5o,BeH2,BeH2,active_space,pf_effect,current_m3_to_two_term_center,original_one_term,direct_cost_at_predicted_time,current_m3,two_term_center,7919561.555169373,9154911.735498646,1235350.1803292735,-1235350.1803292735,1.1559871934479653,False,False,0,paired condition with the same model definition
BeH2_CAS4e5o,BeH2,BeH2,active_space,pf_effect,current_m3_to_two_term_center,refit_one_term,eta_star,current_m3,two_term_center,0.023040998552462683,0.010955199791485593,-0.01208579876097709,0.01208579876097709,0.47546549540990585,False,False,0,paired condition with the same model definition
BeH2_CAS4e5o,BeH2,BeH2,active_space,pf_effect,current_m3_to_two_term_center,refit_one_term,eta_min,current_m3,two_term_center,0.0033848536554459407,0.0006634565675427417,-0.002721397087903199,0.002721397087903199,0.19600746001981406,False,False,0,paired condition with the same model definition
BeH2_CAS4e5o,BeH2,BeH2,active_space,pf_effect,current_m3_to_two_term_center,refit_one_term,eta_t,current_m3,two_term_center,0.03367757747631661,0.016057309297149214,-0.017620268179167398,0.017620268179167398,0.4767952596483919,False,False,0,paired condition with the same model definition
BeH2_CAS4e5o,BeH2,BeH2,active_space,pf_effect,current_m3_to_two_term_center,refit_one_term,maximum_unseen_residual_over_epsilon,current_m3,two_term_center,0.04223718412313196,0.017436308454069113,-0.024800875669062847,0.024800875669062847,0.41281891338300186,False,False,0,paired condition with the same model definition
BeH2_CAS4e5o,BeH2,BeH2,active_space,pf_effect,current_m3_to_two_term_center,refit_one_term,direct_cost_at_predicted_time,current_m3,two_term_center,7918257.883140996,9154553.155775819,1236295.2726348229,-1236295.2726348229,1.1561322314681184,False,False,0,paired condition with the same model definition
BeH2_CAS4e5o,BeH2,BeH2,active_space,pf_effect,current_m3_to_two_term_center,two_term,eta_star,current_m3,two_term_center,0.002803558926457183,0.0003157234892601995,-0.0024878354371969834,0.0024878354371969834,0.11261524995273586,True,True,0,paired condition with the same model definition
BeH2_CAS4e5o,BeH2,BeH2,active_space,pf_effect,current_m3_to_two_term_center,two_term,eta_min,current_m3,two_term_center,0.0,0.0,0.0,0.0,,True,True,0,paired condition with the same model definition
BeH2_CAS4e5o,BeH2,BeH2,active_space,pf_effect,current_m3_to_two_term_center,two_term,eta_t,current_m3,two_term_center,0.0,0.0,0.0,0.0,,True,True,0,paired condition with the same model definition
BeH2_CAS4e5o,BeH2,BeH2,active_space,pf_effect,current_m3_to_two_term_center,two_term,maximum_unseen_residual_over_epsilon,current_m3,two_term_center,0.005274475059865125,0.0005884842179939965,-0.0046859908418711285,0.0046859908418711285,0.11157209225841799,True,True,0,paired condition with the same model definition
BeH2_CAS4e5o,BeH2,BeH2,active_space,pf_effect,current_m3_to_two_term_center,two_term,direct_cost_at_predicted_time,current_m3,two_term_center,7891546.154293515,9148483.534291936,1256937.3799984213,-1256937.3799984213,1.1592764403100608,True,True,0,paired condition with the same model definition
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,original_to_refit,current_m3,eta_star,original_one_term,refit_one_term,0.02387951528822877,0.023040998552462683,-0.0008385167357660879,0.0008385167357660879,0.9648855210985195,False,False,0,legacy perturbative alpha versus direct refit; fit loss differs
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,original_to_refit,current_m3,eta_min,original_one_term,refit_one_term,0.003550052211329424,0.0033848536554459407,-0.00016519855588348342,0.00016519855588348342,0.9534658799224759,False,False,0,legacy perturbative alpha versus direct refit; fit loss differs
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,original_to_refit,current_m3,eta_t,original_one_term,refit_one_term,0.03462789732302296,0.03367757747631661,-0.000950319846706349,0.000950319846706349,0.9725562358626231,False,False,0,legacy perturbative alpha versus direct refit; fit loss differs
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,original_to_refit,current_m3,maximum_unseen_residual_over_epsilon,original_one_term,refit_one_term,0.043561491462927586,0.04223718412313196,-0.001324307339795626,0.001324307339795626,0.9695991276854545,False,False,0,legacy perturbative alpha versus direct refit; fit loss differs
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,original_to_refit,current_m3,direct_cost_at_predicted_time,original_one_term,refit_one_term,7919561.555169373,7918257.883140996,-1303.6720283767208,1303.6720283767208,0.9998353858330041,False,False,0,legacy perturbative alpha versus direct refit; fit loss differs
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,refit_to_two_term,current_m3,eta_star,refit_one_term,two_term,0.023040998552462683,0.002803558926457183,-0.0202374396260055,0.0202374396260055,0.12167697159798359,False,True,1,fair nested comparison: same three points and normalized LS loss
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,refit_to_two_term,current_m3,eta_min,refit_one_term,two_term,0.0033848536554459407,0.0,-0.0033848536554459407,0.0033848536554459407,0.0,False,True,1,fair nested comparison: same three points and normalized LS loss
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,refit_to_two_term,current_m3,eta_t,refit_one_term,two_term,0.03367757747631661,0.0,-0.03367757747631661,0.03367757747631661,0.0,False,True,1,fair nested comparison: same three points and normalized LS loss
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,refit_to_two_term,current_m3,maximum_unseen_residual_over_epsilon,refit_one_term,two_term,0.04223718412313196,0.005274475059865125,-0.03696270906326683,0.03696270906326683,0.12487752603224472,False,True,1,fair nested comparison: same three points and normalized LS loss
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,refit_to_two_term,current_m3,direct_cost_at_predicted_time,refit_one_term,two_term,7918257.883140996,7891546.154293515,-26711.72884748131,26711.72884748131,0.9966265649285869,False,True,1,fair nested comparison: same three points and normalized LS loss
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,original_to_two_term,current_m3,eta_star,original_one_term,two_term,0.02387951528822877,0.002803558926457183,-0.021075956361771588,0.021075956361771588,0.11740434814601017,False,True,1,overall legacy-to-two-term change; fit loss differs
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,original_to_two_term,current_m3,eta_min,original_one_term,two_term,0.003550052211329424,0.0,-0.003550052211329424,0.003550052211329424,0.0,False,True,1,overall legacy-to-two-term change; fit loss differs
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,original_to_two_term,current_m3,eta_t,original_one_term,two_term,0.03462789732302296,0.0,-0.03462789732302296,0.03462789732302296,0.0,False,True,1,overall legacy-to-two-term change; fit loss differs
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,original_to_two_term,current_m3,maximum_unseen_residual_over_epsilon,original_one_term,two_term,0.043561491462927586,0.005274475059865125,-0.03828701640306246,0.03828701640306246,0.12108114030838212,False,True,1,overall legacy-to-two-term change; fit loss differs
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,original_to_two_term,current_m3,direct_cost_at_predicted_time,original_one_term,two_term,7919561.555169373,7891546.154293515,-28015.40087585803,28015.40087585803,0.9964625060767952,False,True,1,overall legacy-to-two-term change; fit loss differs
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,original_to_refit,two_term_center,eta_star,original_one_term,refit_one_term,0.011418559958003111,0.010955199791485593,-0.000463360166517518,0.000463360166517518,0.9594204375839218,False,False,0,legacy perturbative alpha versus direct refit; fit loss differs
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,original_to_refit,two_term_center,eta_min,original_one_term,refit_one_term,0.0007026521043203005,0.0006634565675427417,-3.9195536777558715e-05,3.9195536777558715e-05,0.9442177194993617,False,False,0,legacy perturbative alpha versus direct refit; fit loss differs
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,original_to_refit,two_term_center,eta_t,original_one_term,refit_one_term,0.016546603397831317,0.016057309297149214,-0.0004892941006821028,0.0004892941006821028,0.9704293329018672,False,False,0,legacy perturbative alpha versus direct refit; fit loss differs
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,original_to_refit,two_term_center,maximum_unseen_residual_over_epsilon,original_one_term,refit_one_term,0.018058496701086158,0.017436308454069113,-0.0006221882470170449,0.0006221882470170449,0.9655459556066136,False,False,0,legacy perturbative alpha versus direct refit; fit loss differs
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,original_to_refit,two_term_center,direct_cost_at_predicted_time,original_one_term,refit_one_term,9154911.735498646,9154553.155775819,-358.57972282730043,358.57972282730043,0.9999608319847108,False,False,0,legacy perturbative alpha versus direct refit; fit loss differs
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,refit_to_two_term,two_term_center,eta_star,refit_one_term,two_term,0.010955199791485593,0.0003157234892601995,-0.010639476302225394,0.010639476302225394,0.02881950993769922,False,True,1,fair nested comparison: same three points and normalized LS loss
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,refit_to_two_term,two_term_center,eta_min,refit_one_term,two_term,0.0006634565675427417,0.0,-0.0006634565675427417,0.0006634565675427417,0.0,False,True,1,fair nested comparison: same three points and normalized LS loss
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,refit_to_two_term,two_term_center,eta_t,refit_one_term,two_term,0.016057309297149214,0.0,-0.016057309297149214,0.016057309297149214,0.0,False,True,1,fair nested comparison: same three points and normalized LS loss
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,refit_to_two_term,two_term_center,maximum_unseen_residual_over_epsilon,refit_one_term,two_term,0.017436308454069113,0.0005884842179939965,-0.016847824236075115,0.016847824236075115,0.03375050513382389,False,True,1,fair nested comparison: same three points and normalized LS loss
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,refit_to_two_term,two_term_center,direct_cost_at_predicted_time,refit_one_term,two_term,9154553.155775819,9148483.534291936,-6069.621483882889,6069.621483882889,0.9993369833152311,False,True,1,fair nested comparison: same three points and normalized LS loss
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,original_to_two_term,two_term_center,eta_star,original_one_term,two_term,0.011418559958003111,0.0003157234892601995,-0.011102836468742912,0.011102836468742912,0.02765002683538157,False,True,1,overall legacy-to-two-term change; fit loss differs
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,original_to_two_term,two_term_center,eta_min,original_one_term,two_term,0.0007026521043203005,0.0,-0.0007026521043203005,0.0007026521043203005,0.0,False,True,1,overall legacy-to-two-term change; fit loss differs
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,original_to_two_term,two_term_center,eta_t,original_one_term,two_term,0.016546603397831317,0.0,-0.016546603397831317,0.016546603397831317,0.0,False,True,1,overall legacy-to-two-term change; fit loss differs
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,original_to_two_term,two_term_center,maximum_unseen_residual_over_epsilon,original_one_term,two_term,0.018058496701086158,0.0005884842179939965,-0.01747001248309216,0.01747001248309216,0.0325876637316439,False,True,1,overall legacy-to-two-term change; fit loss differs
BeH2_CAS4e5o,BeH2,BeH2,active_space,model_effect,original_to_two_term,two_term_center,direct_cost_at_predicted_time,original_one_term,two_term,9154911.735498646,9148483.534291936,-6428.20120671019,6428.20120671019,0.9992978412689896,False,True,1,overall legacy-to-two-term change; fit loss differs
BeH2_CAS4e5o,BeH2,BeH2,active_space,pf_by_model_interaction,refit_to_two_term_difference_in_differences,none,eta_star,current_m3_model_delta,two_term_center_model_delta,-0.0202374396260055,-0.010639476302225394,0.009597963323780106,-0.009597963323780106,0.5257323307121056,,,,same three direct training points and normalized LS loss; positive benefit means the two-term upgrade reduces the metric more for two_term_center
BeH2_CAS4e5o,BeH2,BeH2,active_space,pf_by_model_interaction,refit_to_two_term_difference_in_differences,none,eta_min,current_m3_model_delta,two_term_center_model_delta,-0.0033848536554459407,-0.0006634565675427417,0.002721397087903199,-0.002721397087903199,0.19600746001981406,,,,same three direct training points and normalized LS loss; positive benefit means the two-term upgrade reduces the metric more for two_term_center
BeH2_CAS4e5o,BeH2,BeH2,active_space,pf_by_model_interaction,refit_to_two_term_difference_in_differences,none,eta_t,current_m3_model_delta,two_term_center_model_delta,-0.03367757747631661,-0.016057309297149214,0.017620268179167398,-0.017620268179167398,0.4767952596483919,,,,same three direct training points and normalized LS loss; positive benefit means the two-term upgrade reduces the metric more for two_term_center
