dataset_id,condition,analysis_cluster,strategy_id,strategy_label,pf,selected_relative_to_t_star,selected_time,direct_error_hartree,quantum_cost,quantum_cost_ratio_to_current_two_term_t_star,qpe_error_hartree,actual_total_error_bound_hartree,target_excess_hartree,target_excess_over_epsilon,saved_condition_pass,base_calibration_points,extra_direct_diagnostic_points,total_points,base_calibration_seconds,extra_direct_diagnostic_seconds,total_saved_classical_seconds,validation_truth_used_for_decision,pre_fixed_rule,information_class,implementation_complexity,required_input,note
twelve_condition_holdout,BeH2_CAS4e5o,BeH2,current_one_direct_check_tstar,current_m3 plus one direct check at t_star,current_m3,1.0,2.279845967302385,3.2900361119134995e-05,7891546.154293515,0.9972042790419905,0.00012645964907990505,0.00015936001019904004,2.710505431213761e-20,1.700869263140954e-16,True,8,1,9,0.049702092073857784,0.006781872012652457,0.05648396408651024,True,True,one additional exact direct PF point,moderate,current two-term calibration plus one exact direct PF point,uses the checked direct error to set the QPE budget exactly
twelve_condition_holdout,BeH2_CAS4e5o,BeH2,current_three_point_local_search,"current_m3 direct search at 0.9,1.0,1.1 t_star",current_m3,1.0,2.279845967302385,3.2900361119134995e-05,7891546.154293515,0.9972042790419905,0.00012645964907990505,0.00015936001019904004,2.710505431213761e-20,1.700869263140954e-16,True,8,3,11,0.049702092073857784,0.02034337300574407,0.07004546507960185,True,True,three additional exact direct PF points,moderate,current two-term calibration plus three exact direct PF points,chooses the lowest directly evaluated cost; not a model-only selector
twelve_condition_holdout,BeH2_CAS4e5o,BeH2,current_full_saved_grid_oracle_reference,current_m3 full saved adaptive-grid oracle reference,current_m3,1.0,2.279845967302385,3.2900361119134995e-05,7891546.154293515,0.9972042790419905,0.00012645964907990505,0.00015936001019904004,2.710505431213761e-20,1.700869263140954e-16,True,8,7,15,0.049702092073857784,0.04762246797326952,0.0973245600471273,True,False,adaptive saved direct-grid oracle reference,high diagnostic reference,current calibration plus the complete saved adaptive direct grid,"finite saved-grid minimum, not a continuous optimum"
twelve_condition_holdout,BeH2_CAS4e5o,BeH2,new_two_term_plus_1pct_budget,two_term_center two-term plus fixed 1% budget margin,two_term_center,1.0,1.9597983071020406,3.246075003833851e-05,9242885.64468917,1.1679644185525235,0.0001256031759692995,0.000158063926007638,0.0,0.0,True,8,0,8,0.04731390596134588,0.0,0.04731390596134588,False,True,pre-fixed safety rule after target calibration,moderate,separate PF implementation and calibration plus a fixed cost margin,same fixed 1% multiplier as the current-PF safety baseline
twelve_condition_holdout,BeH2_stretch125,BeH2,current_two_term_tstar,current_m3 two-term at model t_star,current_m3,1.0,1.8514806294734538,3.264331610641968e-05,22534203.26790593,1.0,0.00012666807661892177,0.00015931139272534143,0.0,0.0,True,8,0,8,0.1303754669497721,0.0,0.1303754669497721,False,True,oracle-assisted target calibration; no validation truth in rule,low,saved exact-state short-time proxy and three signed direct fit points,A05 baseline
twelve_condition_holdout,BeH2_stretch125,BeH2,current_two_term_plus_1pct_budget,current_m3 two-term plus fixed 1% budget margin,current_m3,1.0,1.8514806294734538,3.264331610641968e-05,22759545.300584987,1.01,0.0001254139372464572,0.0001580572533528769,0.0,0.0,True,8,0,8,0.1303754669497721,0.0,0.1303754669497721,False,True,pre-fixed safety rule after target calibration,low,current two-term calibration plus a fixed scalar cost margin,1% multiplier fixed from the declared canonical accuracy scale
twelve_condition_holdout,BeH2_stretch125,BeH2,current_two_term_time_cap_0p9,current_m3 two-term at fixed 0.9 t_star cap,current_m3,0.9,1.6663325665261084,2.1686085510424193e-05,23039587.99429299,1.022427450412984,0.000137655055424723,0.0001593411409351472,0.0,0.0,True,8,0,8,0.1303754669497721,0.0,0.1303754669497721,False,True,pre-fixed conservative time rule after target calibration,low,current two-term calibration; no validation truth for the decision,0.9 is the largest common predeclared shrink tested here; not optimized per condition
twelve_condition_holdout,BeH2_stretch125,BeH2,current_one_direct_check_tstar,current_m3 plus one direct check at t_star,current_m3,1.0,1.8514806294734538,3.264331610641968e-05,22525557.55596923,0.9996163293712269,0.00012671669409262035,0.00015936001019904,0.0,0.0,True,8,1,9,0.1303754669497721,0.023944716027472168,0.15432018297724426,True,True,one additional exact direct PF point,moderate,current two-term calibration plus one exact direct PF point,uses the checked direct error to set the QPE budget exactly
twelve_condition_holdout,BeH2_stretch125,BeH2,current_three_point_local_search,"current_m3 direct search at 0.9,1.0,1.1 t_star",current_m3,1.0,1.8514806294734538,3.264331610641968e-05,22525557.55596923,0.9996163293712269,0.00012671669409262035,0.00015936001019904,0.0,0.0,True,8,3,11,0.1303754669497721,0.07179144397377968,0.20216691092355177,True,True,three additional exact direct PF points,moderate,current two-term calibration plus three exact direct PF points,chooses the lowest directly evaluated cost; not a model-only selector
twelve_condition_holdout,BeH2_stretch125,BeH2,current_full_saved_grid_oracle_reference,current_m3 full saved adaptive-grid oracle reference,current_m3,1.0,1.8514806294734538,3.264331610641968e-05,22525557.55596923,0.9996163293712269,0.00012671669409262035,0.00015936001019904,0.0,0.0,True,8,7,15,0.1303754669497721,0.16780583403306082,0.2981813009828329,True,False,adaptive saved direct-grid oracle reference,high diagnostic reference,current calibration plus the complete saved adaptive direct grid,"finite saved-grid minimum, not a continuous optimum"
twelve_condition_holdout,BeH2_stretch125,BeH2,new_two_term_plus_1pct_budget,two_term_center two-term plus fixed 1% budget margin,two_term_center,1.0,1.6097352870827806,3.241829756538331e-05,26119649.84971186,1.1591113091143748,0.00012569174085772447,0.00015811003842310778,0.0,0.0,True,8,0,8,0.12614770093932748,0.0,0.12614770093932748,False,True,pre-fixed safety rule after target calibration,moderate,separate PF implementation and calibration plus a fixed cost margin,same fixed 1% multiplier as the current-PF safety baseline
twelve_condition_holdout,BeH2_stretch150,BeH2,current_two_term_tstar,current_m3 two-term at model t_star,current_m3,1.0,2.098785177990183,3.259387443115676e-05,19866640.441013165,1.0,0.00012674654689235574,0.00015934042132351248,0.0,0.0,True,8,0,8,0.12388633796945214,0.0,0.12388633796945214,False,True,oracle-assisted target calibration; no validation truth in rule,low,saved exact-state short-time proxy and three signed direct fit points,A05 baseline
twelve_condition_holdout,BeH2_stretch150,BeH2,current_two_term_plus_1pct_budget,current_m3 two-term plus fixed 1% budget margin,current_m3,1.0,2.098785177990183,3.259387443115676e-05,20065306.845423296,1.01,0.00012549163058649086,0.00015808550501764763,0.0,0.0,True,8,0,8,0.12388633796945214,0.0,0.12388633796945214,False,True,pre-fixed safety rule after target calibration,low,current two-term calibration plus a fixed scalar cost margin,1% multiplier fixed from the declared canonical accuracy scale
twelve_condition_holdout,BeH2_stretch150,BeH2,current_two_term_time_cap_0p9,current_m3 two-term at fixed 0.9 t_star cap,current_m3,0.9,1.8889066601911646,2.1620292715943535e-05,20313410.611967973,1.02248846111054,0.0001377321132740265,0.00015935240598997002,0.0,0.0,True,8,0,8,0.12388633796945214,0.0,0.12388633796945214,False,True,pre-fixed conservative time rule after target calibration,low,current two-term calibration; no validation truth for the decision,0.9 is the largest common predeclared shrink tested here; not optimized per condition
twelve_condition_holdout,BeH2_stretch150,BeH2,current_one_direct_check_tstar,current_m3 plus one direct check at t_star,current_m3,1.0,2.098785177990183,3.259387443115676e-05,19863570.495365683,0.9998454723305333,0.00012676613576788324,0.00015936001019904,0.0,0.0,True,8,1,9,0.12388633796945214,0.022869102016557008,0.14675543998600915,True,True,one additional exact direct PF point,moderate,current two-term calibration plus one exact direct PF point,uses the checked direct error to set the QPE budget exactly
twelve_condition_holdout,BeH2_stretch150,BeH2,current_three_point_local_search,"current_m3 direct search at 0.9,1.0,1.1 t_star",current_m3,1.0,2.098785177990183,3.259387443115676e-05,19863570.495365683,0.9998454723305333,0.00012676613576788324,0.00015936001019904,0.0,0.0,True,8,3,11,0.12388633796945214,0.06862571206875145,0.1925120500382036,True,True,three additional exact direct PF points,moderate,current two-term calibration plus three exact direct PF points,chooses the lowest directly evaluated cost; not a model-only selector
twelve_condition_holdout,BeH2_stretch150,BeH2,current_full_saved_grid_oracle_reference,current_m3 full saved adaptive-grid oracle reference,current_m3,1.0,2.098785177990183,3.259387443115676e-05,19863570.495365683,0.9998454723305333,0.00012676613576788324,0.00015936001019904,0.0,0.0,True,8,7,15,0.12388633796945214,0.1601715090801008,0.28405784704955295,True,False,adaptive saved direct-grid oracle reference,high diagnostic reference,current calibration plus the complete saved adaptive direct grid,"finite saved-grid minimum, not a continuous optimum"
twelve_condition_holdout,BeH2_stretch150,BeH2,new_two_term_plus_1pct_budget,two_term_center two-term plus fixed 1% budget margin,two_term_center,1.0,1.828004910410612,3.240724690864599e-05,22998547.18998989,1.1576465209744846,0.0001257044915310792,0.0001581117384397252,0.0,0.0,True,8,0,8,0.11988564202329144,0.0,0.11988564202329144,False,True,pre-fixed safety rule after target calibration,moderate,separate PF implementation and calibration plus a fixed cost margin,same fixed 1% multiplier as the current-PF safety baseline
twelve_condition_holdout,BeH2_stretch150_631g,BeH2,current_two_term_tstar,current_m3 two-term at model t_star,current_m3,1.0,3.1602586280087164,3.2959481148693154e-05,13237322.769297058,1.0,0.0001263297893996226,0.00015928927054831575,0.0,0.0,True,8,0,8,0.12492781301261857,0.0,0.12492781301261857,False,True,oracle-assisted target calibration; no validation truth in rule,low,saved exact-state short-time proxy and three signed direct fit points,A05 baseline
twelve_condition_holdout,BeH2_stretch150_631g,BeH2,current_two_term_plus_1pct_budget,current_m3 two-term plus fixed 1% budget margin,current_m3,1.0,3.1602586280087164,3.2959481148693154e-05,13369695.996990029,1.01,0.00012507899940556694,0.0001580384805542601,0.0,0.0,True,8,0,8,0.12492781301261857,0.0,0.12492781301261857,False,True,pre-fixed safety rule after target calibration,low,current two-term calibration plus a fixed scalar cost margin,1% multiplier fixed from the declared canonical accuracy scale
twelve_condition_holdout,BeH2_stretch150_631g,BeH2,current_two_term_time_cap_0p9,current_m3 two-term at fixed 0.9 t_star cap,current_m3,0.9,2.844232765207845,2.2005942447772943e-05,13530186.959161825,1.0221241254722626,0.00013732816706717724,0.00015933410951495018,0.0,0.0,True,8,0,8,0.12492781301261857,0.0,0.12492781301261857,False,True,pre-fixed conservative time rule after target calibration,low,current two-term calibration; no validation truth for the decision,0.9 is the largest common predeclared shrink tested here; not optimized per condition
twelve_condition_holdout,BeH2_stretch150_631g,BeH2,current_one_direct_check_tstar,current_m3 plus one direct check at t_star,current_m3,1.0,3.1602586280087164,3.2959481148693154e-05,13229914.544060506,0.9994403532069389,0.00012640052905034686,0.00015936001019904,0.0,0.0,True,8,1,9,0.12492781301261857,0.023082998988684267,0.14801081200130284,True,True,one additional exact direct PF point,moderate,current two-term calibration plus one exact direct PF point,uses the checked direct error to set the QPE budget exactly
twelve_condition_holdout,BeH2_stretch150_631g,BeH2,current_three_point_local_search,"current_m3 direct search at 0.9,1.0,1.1 t_star",current_m3,1.0,3.1602586280087164,3.2959481148693154e-05,13229914.544060506,0.9994403532069389,0.00012640052905034686,0.00015936001019904,0.0,0.0,True,8,3,11,0.12492781301261857,0.06950724293710664,0.1944350559497252,True,True,three additional exact direct PF points,moderate,current two-term calibration plus three exact direct PF points,chooses the lowest directly evaluated cost; not a model-only selector
twelve_condition_holdout,BeH2_stretch150_631g,BeH2,current_full_saved_grid_oracle_reference,current_m3 full saved adaptive-grid oracle reference,current_m3,1.0,3.1602586280087164,3.2959481148693154e-05,13229914.544060506,0.9994403532069389,0.00012640052905034686,0.00015936001019904,0.0,0.0,True,8,7,15,0.12492781301261857,0.16475864994572476,0.2896864629583433,True,False,adaptive saved direct-grid oracle reference,high diagnostic reference,current calibration plus the complete saved adaptive direct grid,"finite saved-grid minimum, not a continuous optimum"
twelve_condition_holdout,BeH2_stretch150_631g,BeH2,new_two_term_plus_1pct_budget,two_term_center two-term plus fixed 1% budget margin,two_term_center,1.0,2.741861437761443,3.267245730168834e-05,15364445.350484055,1.1606912982525963,0.00012544870016260358,0.00015812115746429193,0.0,0.0,True,8,0,8,0.12181797903031111,0.0,0.12181797903031111,False,True,pre-fixed safety rule after target calibration,moderate,separate PF implementation and calibration plus a fixed cost margin,same fixed 1% multiplier as the current-PF safety baseline
twelve_condition_holdout,BeH2_stretch150_ccpvdz,BeH2,current_two_term_tstar,current_m3 two-term at model t_star,current_m3,1.0,3.5957553581439883,3.303482327403935e-05,11648366.242832422,1.0,0.00012617502602562148,0.00015920984929966082,0.0,0.0,True,8,0,8,0.1255007969448343,0.0,0.1255007969448343,False,True,oracle-assisted target calibration; no validation truth in rule,low,saved exact-state short-time proxy and three signed direct fit points,A05 baseline
twelve_condition_holdout,BeH2_stretch150_ccpvdz,BeH2,current_two_term_plus_1pct_budget,current_m3 two-term plus fixed 1% budget margin,current_m3,1.0,3.5957553581439883,3.303482327403935e-05,11764849.905260747,1.01,0.00012492576834219948,0.0001579605916162388,0.0,0.0,True,8,0,8,0.1255007969448343,0.0,0.1255007969448343,False,True,pre-fixed safety rule after target calibration,low,current two-term calibration plus a fixed scalar cost margin,1% multiplier fixed from the declared canonical accuracy scale
twelve_condition_holdout,BeH2_stretch150_ccpvdz,BeH2,current_two_term_time_cap_0p9,current_m3 two-term at fixed 0.9 t_star cap,current_m3,0.9,3.2361798223295897,2.2128705108617712e-05,11904568.26050248,1.021994673959338,0.00013717730330107332,0.00015930600840969103,0.0,0.0,True,8,0,8,0.1255007969448343,0.0,0.1255007969448343,False,True,pre-fixed conservative time rule after target calibration,low,current two-term calibration; no validation truth for the decision,0.9 is the largest common predeclared shrink tested here; not optimized per condition
twelve_condition_holdout,BeH2_stretch150_ccpvdz,BeH2,current_one_direct_check_tstar,current_m3 plus one direct check at t_star,current_m3,1.0,3.5957553581439883,3.303482327403935e-05,11634520.000496285,0.9988113146472659,0.00012632518692500065,0.00015936001019904,0.0,0.0,True,8,1,9,0.1255007969448343,0.023383523046504706,0.148884319991339,True,True,one additional exact direct PF point,moderate,current two-term calibration plus one exact direct PF point,uses the checked direct error to set the QPE budget exactly
twelve_condition_holdout,BeH2_stretch150_ccpvdz,BeH2,current_three_point_local_search,"current_m3 direct search at 0.9,1.0,1.1 t_star",current_m3,1.0,3.5957553581439883,3.303482327403935e-05,11634520.000496285,0.9988113146472659,0.00012632518692500065,0.00015936001019904,0.0,0.0,True,8,3,11,0.1255007969448343,0.07036910601891577,0.19586990296375006,True,True,three additional exact direct PF points,moderate,current two-term calibration plus three exact direct PF points,chooses the lowest directly evaluated cost; not a model-only selector
twelve_condition_holdout,BeH2_stretch150_ccpvdz,BeH2,current_full_saved_grid_oracle_reference,current_m3 full saved adaptive-grid oracle reference,current_m3,1.0,3.5957553581439883,3.303482327403935e-05,11634520.000496285,0.9988113146472659,0.00012632518692500065,0.00015936001019904,0.0,0.0,True,8,7,15,0.1255007969448343,0.1641142580192536,0.2896150549640879,True,False,adaptive saved direct-grid oracle reference,high diagnostic reference,current calibration plus the complete saved adaptive direct grid,"finite saved-grid minimum, not a continuous optimum"
twelve_condition_holdout,BeH2_stretch150_ccpvdz,BeH2,new_two_term_plus_1pct_budget,two_term_center two-term plus fixed 1% budget margin,two_term_center,1.0,3.110765577643448,3.269953769139469e-05,13545877.024003765,1.1628993063588584,0.00012541634591988434,0.00015811588361127902,0.0,0.0,True,8,0,8,0.1280000569531694,0.0,0.1280000569531694,False,True,pre-fixed safety rule after target calibration,moderate,separate PF implementation and calibration plus a fixed cost margin,same fixed 1% multiplier as the current-PF safety baseline
twelve_condition_holdout,H2O_CAS8e5o,H2O,current_two_term_tstar,current_m3 two-term at model t_star,current_m3,1.0,1.35358945211681,3.237621321984459e-05,26691462.97844972,1.0,0.00012621341064683857,0.00015858962386668316,0.0,0.0,True,8,0,8,0.08458101295400411,0.0,0.08458101295400411,False,True,oracle-assisted target calibration; no validation truth in rule,low,saved exact-state short-time proxy and three signed direct fit points,A05 baseline
twelve_condition_holdout,H2O_CAS8e5o,H2O,current_two_term_plus_1pct_budget,current_m3 two-term plus fixed 1% budget margin,current_m3,1.0,1.35358945211681,3.237621321984459e-05,26958377.60823422,1.01,0.00012496377291766196,0.00015733998613750655,0.0,0.0,True,8,0,8,0.08458101295400411,0.0,0.08458101295400411,False,True,pre-fixed safety rule after target calibration,low,current two-term calibration plus a fixed scalar cost margin,1% multiplier fixed from the declared canonical accuracy scale
twelve_condition_holdout,H2O_CAS8e5o,H2O,current_two_term_time_cap_0p9,current_m3 two-term at fixed 0.9 t_star cap,current_m3,0.9,1.218230506905129,2.1851961192864144e-05,27279125.283190824,1.0220168637895783,0.00013721605573213417,0.0001590680169249983,0.0,0.0,True,8,0,8,0.08458101295400411,0.0,0.08458101295400411,False,True,pre-fixed conservative time rule after target calibration,low,current two-term calibration; no validation truth for the decision,0.9 is the largest common predeclared shrink tested here; not optimized per condition
twelve_condition_holdout,H2O_CAS8e5o,H2O,current_one_direct_check_tstar,current_m3 plus one direct check at t_star,current_m3,1.0,1.35358945211681,3.237621321984459e-05,26529530.99375269,0.9939331918663367,0.00012698379697919542,0.00015936001019904,0.0,0.0,True,8,1,9,0.08458101295400411,0.010206462990026921,0.09478747594403103,True,True,one additional exact direct PF point,moderate,current two-term calibration plus one exact direct PF point,uses the checked direct error to set the QPE budget exactly
twelve_condition_holdout,H2O_CAS8e5o,H2O,current_three_point_local_search,"current_m3 direct search at 0.9,1.0,1.1 t_star",current_m3,1.0,1.35358945211681,3.237621321984459e-05,26529530.99375269,0.9939331918663367,0.00012698379697919542,0.00015936001019904,0.0,0.0,True,8,3,11,0.08458101295400411,0.030528778035659343,0.11510979098966345,True,True,three additional exact direct PF points,moderate,current two-term calibration plus three exact direct PF points,chooses the lowest directly evaluated cost; not a model-only selector
twelve_condition_holdout,H2O_CAS8e5o,H2O,current_full_saved_grid_oracle_reference,current_m3 full saved adaptive-grid oracle reference,current_m3,1.025,1.38742918841973,3.5438339851431714e-05,26522029.705473684,0.9936521548814002,0.0001239216703476083,0.00015936001019904,0.0,0.0,True,8,7,15,0.08458101295400411,0.07117645803373307,0.15575747098773718,True,False,adaptive saved direct-grid oracle reference,high diagnostic reference,current calibration plus the complete saved adaptive direct grid,"finite saved-grid minimum, not a continuous optimum"
twelve_condition_holdout,H2O_CAS8e5o,H2O,new_two_term_plus_1pct_budget,two_term_center two-term plus fixed 1% budget margin,two_term_center,1.0,1.1580168304610499,3.210913821319938e-05,31281677.539711777,1.1719731348172306,0.000125880928137416,0.00015799006635061537,0.0,0.0,True,8,0,8,0.08094160701148212,0.0,0.08094160701148212,False,True,pre-fixed safety rule after target calibration,moderate,separate PF implementation and calibration plus a fixed cost margin,same fixed 1% multiplier as the current-PF safety baseline
twelve_condition_holdout,H2O_stretch125,H2O,current_two_term_tstar,current_m3 two-term at model t_star,current_m3,1.0,1.102739784371899,3.240435038681906e-05,69456692.42035468,1.0,0.00012690511402679936,0.0001593094644136184,0.0,0.0,True,8,0,8,0.1948843170539476,0.0,0.1948843170539476,False,True,oracle-assisted target calibration; no validation truth in rule,low,saved exact-state short-time proxy and three signed direct fit points,A05 baseline
twelve_condition_holdout,H2O_stretch125,H2O,current_two_term_plus_1pct_budget,current_m3 two-term plus fixed 1% budget margin,current_m3,1.0,1.102739784371899,3.240435038681906e-05,70151259.34455822,1.01,0.0001256486277493063,0.00015805297813612537,0.0,0.0,True,8,0,8,0.1948843170539476,0.0,0.1948843170539476,False,True,pre-fixed safety rule after target calibration,low,current two-term calibration plus a fixed scalar cost margin,1% multiplier fixed from the declared canonical accuracy scale
twelve_condition_holdout,H2O_stretch125,H2O,current_two_term_time_cap_0p9,current_m3 two-term at fixed 0.9 t_star cap,current_m3,0.9,0.992465805934709,2.145488115777486e-05,71028571.66389646,1.0226310696459413,0.00013788519284947868,0.00015934007400725353,0.0,0.0,True,8,0,8,0.1948843170539476,0.0,0.1948843170539476,False,True,pre-fixed conservative time rule after target calibration,low,current two-term calibration; no validation truth for the decision,0.9 is the largest common predeclared shrink tested here; not optimized per condition
twelve_condition_holdout,H2O_stretch125,H2O,current_one_direct_check_tstar,current_m3 plus one direct check at t_star,current_m3,1.0,1.102739784371899,3.240435038681906e-05,69429039.11938041,0.9996018626857883,0.00012695565981222097,0.00015936001019904,0.0,0.0,True,8,1,9,0.1948843170539476,0.034375970950350165,0.22926028800429776,True,True,one additional exact direct PF point,moderate,current two-term calibration plus one exact direct PF point,uses the checked direct error to set the QPE budget exactly
twelve_condition_holdout,H2O_stretch125,H2O,current_three_point_local_search,"current_m3 direct search at 0.9,1.0,1.1 t_star",current_m3,1.0,1.102739784371899,3.240435038681906e-05,69429039.11938041,0.9996018626857883,0.00012695565981222097,0.00015936001019904,0.0,0.0,True,8,3,11,0.1948843170539476,0.10325456695863977,0.29813888401258737,True,True,three additional exact direct PF points,moderate,current two-term calibration plus three exact direct PF points,chooses the lowest directly evaluated cost; not a model-only selector
twelve_condition_holdout,H2O_stretch125,H2O,current_full_saved_grid_oracle_reference,current_m3 full saved adaptive-grid oracle reference,current_m3,1.0,1.102739784371899,3.240435038681906e-05,69429039.11938041,0.9996018626857883,0.00012695565981222097,0.00015936001019904,0.0,0.0,True,8,7,15,0.1948843170539476,0.240985965996515,0.4358702830504626,True,False,adaptive saved direct-grid oracle reference,high diagnostic reference,current calibration plus the complete saved adaptive direct grid,"finite saved-grid minimum, not a continuous optimum"
twelve_condition_holdout,H2O_stretch125,H2O,new_two_term_plus_1pct_budget,two_term_center two-term plus fixed 1% budget margin,two_term_center,1.0,0.9596298250584296,3.2218116515830406e-05,80460581.740762,1.1584280641210403,0.0001258865580602324,0.00015810467457606282,0.0,0.0,True,8,0,8,0.18585353501839563,0.0,0.18585353501839563,False,True,pre-fixed safety rule after target calibration,moderate,separate PF implementation and calibration plus a fixed cost margin,same fixed 1% multiplier as the current-PF safety baseline
twelve_condition_holdout,H2O_stretch150,H2O,current_two_term_tstar,current_m3 two-term at model t_star,current_m3,1.0,1.3672247535135669,3.247419962877835e-05,56070173.04634799,1.0,0.00012679276007228,0.00015926695970105834,0.0,0.0,True,8,0,8,0.19070178898982704,0.0,0.19070178898982704,False,True,oracle-assisted target calibration; no validation truth in rule,low,saved exact-state short-time proxy and three signed direct fit points,A05 baseline
twelve_condition_holdout,H2O_stretch150,H2O,current_two_term_plus_1pct_budget,current_m3 two-term plus fixed 1% budget margin,current_m3,1.0,1.3672247535135669,3.247419962877835e-05,56630874.77681147,1.01,0.0001255373862101782,0.00015801158583895656,0.0,0.0,True,8,0,8,0.19070178898982704,0.0,0.19070178898982704,False,True,pre-fixed safety rule after target calibration,low,current two-term calibration plus a fixed scalar cost margin,1% multiplier fixed from the declared canonical accuracy scale
